realDistance	heuristic	count
0	0	2250
1	1	2250
2	2	7478
3	41	218
3	7	1652
3	3	16949
3	13	439
3	178	6
3	21	1774
3	334	1
3	30	41
3	205	192
3	371	4
3	107	1124
3	129	1
3	451	186
3	152	2
3	410	5
3	235	1
3	299	1
3	55	53
3	88	26
3	108	1
3	128	9
3	20	23
3	151	387
3	71	19
3	31	1174
3	130	1
3	43	4
3	153	4
3	90	2
3	109	1
3	56	3
3	72	5
3	42	29
3	70	1724
4	212	9
4	42	1917
4	639	1
4	136	2
4	8	6677
4	3	6199
4	14	2328
4	608	1
4	179	50
4	7	3
4	22	8042
4	4	22228
4	933	1
4	335	9
4	13	29
4	159	1
4	185	1
4	31	236
4	657	1
4	206	1712
4	994	4
4	372	36
4	345	501
4	108	6715
4	515	1
4	130	3
4	1122	176
4	452	1674
4	560	2
4	153	6
4	1057	5
4	411	45
4	708	3
4	762	1
4	236	5
4	874	1
4	300	5
4	162	1
4	188	2
4	215	3
4	245	1
4	56	359
4	310	3
4	89	166
4	251	1
4	319	1
4	431	1
4	109	3
4	44	18
4	129	69
4	21	141
4	152	2895
4	72	104
4	233	1
4	2025	1
4	148	1
4	32	4719
4	2218	1
4	3064	1
4	1453	1
4	4165	1
4	390	1
4	131	10
4	317	1
4	171	1
4	2395	1
4	3171	1
4	1598	1
4	4288	1
4	429	4
4	154	36
4	1176	1
4	3925	1
4	318	2
4	91	10
4	4044	1
4	3855	175
4	2856	1
4	5205	1
4	513	178
4	5344	166
4	1313	1
4	353	1
4	110	6
4	2959	1
4	4413	1
4	1769	1
4	4540	1
4	3280	1
4	1930	1
4	4669	1
4	3391	1
4	2013	1
4	4800	3
4	3504	2
4	2186	1
4	470	5
4	2275	1
4	3619	2
4	2460	1
4	4933	1
4	354	1
4	196	1
4	2583	1
4	2656	1
4	5068	1
4	3736	1
4	2755	1
4	432	1
4	223	1
4	57	16
4	2779	1
4	478	1
4	253	3
4	73	25
4	2878	1
4	567	1
4	2996	1
4	691	1
4	3227	1
4	802	1
4	284	2
4	3459	1
4	927	1
4	3692	1
4	1055	1
4	480	2
4	217	2
4	43	206
4	246	2
4	277	14
4	71	12823
4	120	1
4	98	693
4	94	1
4	77	1
4	448	1
4	697	1
4	266	1
4	93	1
4	485	1
4	741	1
4	296	4
4	375	1
4	238	2
4	787	3
4	891	4
4	365	4
4	943	175
4	401	177
4	408	2
4	838	2
4	559	1
4	612	3
4	331	2
4	652	1
4	124	1
4	102	1
4	165	1
4	226	1
4	166	2
4	249	2
4	274	1
4	298	1
4	323	1
5	213	51
5	4	31517
5	453	5019
5	7	7
5	640	6
5	137	9
5	109	18545
5	9	12869
5	89	23
5	71	2472
5	205	12
5	153	5581
5	43	5763
5	609	7
5	23	21076
5	180	142
5	8	960
5	152	1156
5	108	959
5	56	26
5	13	14
5	15	7130
5	934	11
5	336	23
5	134	2601
5	88	1285
5	73	233
5	5	22543
5	14	983
5	160	15
5	24	570
5	186	4
5	658	7
5	207	5472
5	129	24
5	32	1644
5	995	44
5	373	92
5	346	2991
5	516	5
5	131	4
5	234	386
5	39	1122
5	1123	1936
5	561	10
5	154	15
5	1058	55
5	412	115
5	709	21
5	763	7
5	237	7
5	875	7
5	301	7
5	163	5
5	189	14
5	19	8
5	216	201
5	130	143
5	246	5
5	311	18
5	252	5
5	320	5
5	57	1035
5	432	5
5	110	4
5	90	426
5	45	40
5	3	7
5	22	2431
5	168	1874
5	12	1785
5	51	558
5	42	990
5	31	9
5	1044	1
5	7373	1
5	2026	6
5	149	7
5	33	12663
5	7726	1
5	2219	8
5	3065	12
5	1454	10
5	11145	1
5	4166	12
5	391	11
5	132	34
5	1184	1
5	318	6
5	172	7
5	8063	1
5	2396	8
5	3172	12
5	1599	10
5	11348	1
5	4289	12
5	430	44
5	155	108
5	1177	6
5	10745	1
5	3926	8
5	319	14
5	92	22
5	10944	1
5	4045	8
5	3856	2100
5	2857	10
5	12825	1
5	5206	12
5	514	1958
5	13044	146
5	5345	1992
5	1314	6
5	354	7
5	111	16
5	2960	10
5	11553	1
5	4414	12
5	1770	10
5	11760	1
5	4541	12
5	3281	12
5	1931	10
5	11969	1
5	4670	12
5	3392	12
5	2014	10
5	12180	3
5	4801	36
5	3505	24
5	2187	10
5	471	55
5	2276	10
5	3620	24
5	2461	10
5	12393	1
5	4934	12
5	1338	1
5	355	6
5	197	7
