realDistance	heuristic	count
0	0	11264
1	1	40960
2	12	32768
2	6	22528
2	2	72896
2	3	4096
3	12	4096
3	19	15744
3	7	18048
3	21	4096
3	3	76288
3	10	78336
3	8	2048
3	16	125952
3	31	12288
3	13	2048
4	25	70528
4	20	7552
4	22	291328
4	21	2048
4	31	7552
4	16	107264
4	4	55496
4	14	46912
4	8	7872
4	11	33472
4	9	256
4	30	28512
4	28	7552
4	37	4608
4	32	1536
4	38	45312
4	56	13824
5	22	6909
5	29	256588
5	21	960
5	37	15556
5	32	4162
5	17	13824
5	24	106298
5	26	201440
5	31	41936
5	5	26936
5	30	203256
5	20	37730
5	15	94771
5	41	6560
5	12	5568
5	16	6870
5	19	908
5	18	3202
5	23	8192
5	50	41220
5	47	19090
5	63	44730
5	34	3202
5	38	1024
5	39	18290
5	45	29048
5	44	26677
5	57	3072
5	49	75180
--- end of histogram ---
realDistance	heuristic	count
0	0	11264
1	1	40960
2	2	61440
2	1	70848
3	3	40320
3	2	222592
3	1	76032
4	2	539200
4	3	127328
4	4	9600
4	1	55496
5	3	361742
5	4	25324
5	2	889197
5	1	26936
--- end of histogram ---
