realDistance	heuristic	count
0	0	58320
1	1	261544
1	4	880
2	2	621612
2	5	15216
2	30	4080
2	20	12240
2	6	4440
2	7	208
2	12	8240
2	106	80
2	40	160
2	69	240
2	10	220
2	120	80
2	8	80
2	80	240
2	48	160
3	3	800828
3	12	4632
3	21	43632
3	8	7275
3	25	192
3	10	10502
3	16	233
3	7	6553
3	18	429
3	70	932
3	121	2088
3	9	17519
3	5	4048
3	6	10144
3	2	20300
3	31	17392
3	108	80
3	11	2759
3	17	147
3	13	28586
3	14	2559
3	15	1223
3	30	195
3	81	3948
3	28	189
3	29	189
3	49	3760
3	20	94
3	42	240
3	71	320
3	247	40
3	107	316
3	122	40
3	41	544
3	46	4
3	51	4
3	26	14
3	33	3
3	34	2
3	19	36
3	24	2
3	22	30
3	23	26
3	36	2
3	37	2
3	95	80
3	50	80
3	32	1
3	162	84
3	82	120
3	151	4
3	77	6
3	78	2
--- end of histogram ---
realDistance	heuristic	count
0	0	58320
1	1	262424
2	1	423368
2	2	243928
3	1	199294
3	2	556953
3	3	236183
--- end of histogram ---
