realDistance	heuristic	count
0	0	10240
1	1	40960
2	2	154498
2	83	176
2	66	1048
2	102	7
2	51	2984
2	38	4870
2	27	4832
2	18	2896
2	11	968
2	82	2
2	65	16
2	50	56
2	37	112
2	26	140
2	17	112
2	10	56
2	5	16
2	6	139
3	3	396544
3	4	29378
3	327	392
3	292	912
3	84	9906
3	373	56
3	83	382
3	165	504
3	7	1542
3	103	2505
3	66	882
3	67	42957
3	259	2004
3	228	2706
3	131	3132
3	51	2310
3	68	183
3	323	48
3	85	6
3	71	6
3	52	89900
3	199	4140
3	172	4590
3	221	600
3	53	10234
3	248	240
3	101	8218
3	56	30
3	38	3290
3	147	4360
3	124	3780
3	39	98309
3	160	640
3	75	11750
3	27	2730
3	40	975
3	183	480
3	43	60
3	28	58504
3	29	1290
3	128	480
3	109	360
3	32	60
3	18	1302
3	148	13
3	116	68
3	88	145
3	64	160
3	19	17391
3	20	1079
3	35	4744
3	23	30
3	11	440
3	44	95
3	12	1920
3	37	8
3	21	1202
3	13	402
3	48	48
3	16	9
3	164	8
3	130	58
3	100	182
3	74	322
3	34	238
3	6	30
3	10	22
3	8	69
4	4	148597
4	104	593
4	5	18977
4	733	451
4	629	641
4	85	3464
4	710	219
4	8	8098
4	328	4140
4	293	9326
4	374	1971
4	6	436
4	3	1514
4	373	6
4	125	736
4	13	625
4	260	8797
4	229	8474
4	323	5
4	68	7312
4	149	170
4	69	307
4	533	230
4	580	758
4	488	951
4	597	190
4	581	50
4	489	65
4	552	415
4	553	17
4	7	94
4	661	25
4	324	1503
4	261	404
4	230	520
4	294	142
4	388	225
4	292	87
4	168	3
4	166	9
4	86	30
4	264	50
4	233	65
4	72	30
4	297	23
4	200	5810
4	248	20
4	173	4045
4	132	345
4	327	32
4	259	143
4	228	222
4	249	2645
4	199	241
4	102	786
4	53	6179
4	54	650
4	404	271
4	494	17
4	453	317
4	454	14
4	445	387
4	365	442
4	414	211
4	502	59
4	250	119
4	222	2167
4	298	558
4	221	33
4	172	257
4	117	197
4	57	65
4	253	14
4	148	1516
4	183	30
4	184	1195
4	147	186
4	446	51
4	415	23
4	201	536
4	223	176
4	134	7
4	204	66
4	226	20
4	40	2130
4	296	35
4	161	403
4	160	21
4	128	20
4	71	3
4	366	50
4	174	372
4	177	45
4	56	6
4	76	529
4	41	303
4	364	22
4	329	132
4	330	16
4	185	120
4	220	411
4	124	115
4	44	36
4	89	116
4	188	13
4	129	178
4	103	85
4	162	24
4	152	11
4	165	3
4	43	3
4	29	266
4	225	15
4	154	90
4	109	5
4	84	20
4	65	14
4	110	13
4	67	8
4	83	5
4	543	3
4	118	6
4	106	3
4	151	34
4	112	68
4	77	42
4	400	6
4	80	6
4	90	18
4	405	18
4	79	34
4	55	21
4	30	24
4	279	3
4	254	3
4	58	3
4	33	3
4	66	6
4	198	1
4	387	1
4	219	3
4	126	24
--- end of histogram ---
realDistance	heuristic	count
0	0	10240
1	1	40960
2	1	71680
2	2	101248
3	1	71680
3	2	461440
3	3	298240
4	1	2008
4	2	184675
4	3	80082
--- end of histogram ---
