realDistance	heuristic	count
0	0	144
1	1	108
2	2	267
3	3	398
3	7	36
3	21	10
4	3	140
4	4	638
4	8	117
4	22	25
5	4	252
5	3	44
5	5	729
5	22	8
5	9	132
5	23	20
6	4	74
6	5	431
6	6	850
6	8	9
6	22	15
6	23	22
6	21	5
6	10	100
6	3	33
6	24	20
7	6	755
7	5	131
7	7	754
7	9	32
7	23	49
7	24	36
7	22	6
7	11	32
7	4	46
8	6	283
8	7	693
8	5	70
8	10	81
8	24	103
8	8	511
8	25	30
8	23	7
9	7	308
9	8	560
9	6	168
9	11	65
9	5	10
9	9	349
9	25	86
9	26	18
10	8	309
10	9	316
10	7	160
10	6	46
10	12	50
10	26	82
11	8	164
11	9	246
11	7	41
12	9	77
12	8	39
13	9	4
--- end of histogram ---
realDistance	heuristic	count
0	0	144
1	1	108
2	2	231
2	1	36
3	2	398
3	3	46
4	3	566
4	2	354
5	3	848
5	2	337
6	3	1282
6	2	258
6	4	19
7	3	1638
7	2	169
7	4	34
8	3	1629
8	4	74
8	2	75
9	3	1497
9	4	53
9	2	14
10	3	913
10	4	50
11	3	451
12	3	116
13	3	4
--- end of histogram ---
