realDistance	heuristic	count
0	0	882
1	4	40
1	1	1600
2	5	40
2	2	3080
2	6	40
3	3	2280
3	7	20
4	8	1520
4	4	760
4	7	20
5	13	1710
5	9	9120
5	10	27360
6	10	27360
6	9	6840
6	11	27360
6	13	190
7	5	6840
7	11	27360
7	15	13680
7	14	6840
8	10	6840
8	6	6840
8	17	232560
8	16	232560
8	19	6840
8	15	61560
9	19	7980
9	15	61560
9	17	232560
9	16	232560
10	19	1140
10	12	38760
10	7	38760
10	8	38760
11	21	96900
11	20	38760
11	25	43605
12	23	220771
12	22	220767
12	25	7997
12	21	58637
--- end of histogram ---
realDistance	heuristic	count
0	0	882
1	1	1640
2	2	1640
2	1	1520
3	2	2300
4	3	780
4	2	1520
5	3	38000
5	2	190
6	3	61750
7	2	6840
7	3	47880
8	2	13680
8	3	533520
9	3	533520
9	2	1140
10	3	1140
10	2	116280
11	3	174420
11	2	4845
12	3	508172
--- end of histogram ---
