realDistance	heuristic	count
0	0	256
1	1	640
2	5	192
2	1	384
2	2	160
3	1	352
4	2	1120
4	1	96
5	6	432
5	2	768
5	3	384
5	1	64
6	2	840
6	6	96
6	3	248
7	3	1144
7	2	616
7	6	48
7	4	64
8	7	408
8	3	1096
8	4	448
8	2	176
8	1	128
9	3	1216
9	7	304
9	4	552
9	2	664
9	5	256
10	7	176
10	4	832
10	3	1032
10	6	232
10	2	40
10	5	184
10	9	48
11	3	368
11	4	848
11	8	120
11	5	200
11	2	112
11	7	8
12	4	1032
12	8	312
12	3	696
12	6	224
12	5	448
12	2	48
13	8	232
13	5	616
13	4	936
13	7	280
13	6	200
13	10	72
13	3	264
13	2	32
14	3	240
14	4	576
14	6	184
14	5	504
14	7	96
14	8	48
14	10	8
15	4	576
15	5	552
15	7	176
15	6	264
15	9	104
15	3	176
15	8	24
16	8	160
16	5	496
16	6	280
16	9	128
16	7	152
16	11	48
16	4	344
16	3	48
16	2	32
17	8	168
17	5	448
17	6	360
17	7	160
17	4	272
17	9	96
17	11	32
17	3	160
18	8	104
18	5	256
18	4	144
18	6	184
18	9	32
18	7	160
18	11	8
18	10	24
19	4	16
19	5	88
19	7	32
19	6	88
19	8	32
19	10	24
20	5	80
20	6	80
20	8	40
20	7	56
20	10	32
20	9	56
20	12	24
21	9	40
21	6	64
21	5	16
21	7	32
21	10	8
21	8	16
21	12	8
--- end of histogram ---
realDistance	heuristic	count
0	0	256
1	1	640
2	2	352
2	1	384
3	1	352
4	2	1120
4	1	96
5	3	816
5	2	672
5	1	160
6	2	720
6	1	120
6	3	344
7	3	1032
7	1	120
7	2	720
8	4	600
8	2	472
8	1	208
8	3	976
9	2	1256
9	4	800
9	3	912
9	1	24
10	3	1416
10	2	496
10	1	56
10	4	488
10	5	88
11	2	320
11	3	1032
11	1	88
11	4	216
12	3	1288
12	4	912
12	2	544
12	1	16
13	4	1312
13	2	256
13	5	136
13	3	920
13	1	8
14	2	224
14	3	688
14	4	672
14	5	72
15	3	920
15	4	688
15	2	152
15	5	112
16	4	792
16	5	72
16	3	712
16	2	80
16	1	32
17	4	952
17	5	96
17	3	464
17	2	184
18	4	480
18	2	40
18	5	168
18	3	224
19	2	24
19	3	176
19	4	80
20	3	128
20	4	216
20	5	24
21	4	152
21	5	32
--- end of histogram ---
