realDistance	heuristic	count
0	0	11264
1	1	39680
2	12	31744
2	6	23552
2	2	73312
2	3	3968
3	12	3968
3	19	15808
3	7	18112
3	21	4352
3	3	81664
3	10	74592
3	8	2176
3	16	126464
3	31	13056
3	13	2176
4	25	71264
4	20	8032
4	22	309504
4	21	2176
4	31	8032
4	16	123008
4	4	62916
4	8	7904
4	11	37120
4	14	24512
4	9	256
4	30	30528
4	28	8032
4	32	1536
4	37	1024
4	38	48192
4	56	3072
5	22	6501
5	29	257885
5	21	744
5	37	13980
5	32	4179
5	17	11664
5	24	124388
5	26	214712
5	31	23959
5	5	30462
5	30	219828
5	15	90049
5	20	12166
5	18	4078
5	12	5136
5	16	6767
5	41	1788
5	23	6648
5	19	220
5	50	40602
5	47	15161
5	34	3434
5	38	1392
5	63	12048
5	39	17837
5	45	31404
5	44	22612
5	57	4176
5	49	80238
--- end of histogram ---
realDistance	heuristic	count
0	0	11264
1	1	39680
2	2	61440
2	1	71136
3	3	41536
3	2	219424
3	1	81408
4	2	555968
4	3	118016
4	4	10208
4	1	62916
5	3	326404
5	4	19972
5	2	887220
5	1	30462
--- end of histogram ---
