realDistance	heuristic	count
0	0	1922
1	4	60
1	1	3600
2	5	60
2	2	7020
2	6	60
3	3	5220
3	7	30
4	8	3480
4	4	1740
4	7	30
5	13	3915
5	9	29580
5	10	97440
6	10	97440
6	9	24360
6	11	97440
6	13	435
7	5	24360
7	11	97440
7	15	48720
7	14	24360
8	10	14817
8	6	14811
8	17	604953
8	16	604930
8	19	11202
8	15	156828
--- end of histogram ---
realDistance	heuristic	count
0	0	1922
1	1	3660
2	2	3660
2	1	3480
3	2	5250
4	3	1770
4	2	3480
5	3	130500
5	2	435
6	3	219675
7	2	24360
7	3	170520
8	2	29628
8	3	1377913
--- end of histogram ---
