realDistance	heuristic	count
0	0	1024
1	1	1792
2	5	768
2	1	768
2	2	384
3	1	768
3	3	64
4	2	1728
4	1	320
5	6	1088
5	2	1088
5	3	448
5	1	160
6	2	928
6	3	544
6	4	32
6	7	64
6	6	128
6	1	64
7	2	864
7	3	576
7	4	96
7	6	64
7	1	32
8	2	736
8	7	192
8	3	1024
8	4	160
8	6	32
9	7	416
9	4	576
9	3	928
9	2	480
9	6	32
9	1	128
9	5	64
10	5	128
10	4	480
10	3	864
10	7	320
10	8	96
10	2	352
10	1	256
11	4	576
11	3	1024
11	7	224
11	5	352
11	8	128
11	2	736
11	1	64
11	6	128
12	4	640
12	3	992
12	7	160
12	5	288
12	2	320
12	8	160
12	9	32
12	6	320
13	2	128
13	4	704
13	5	288
13	3	544
13	6	288
13	8	128
14	3	480
14	2	64
14	5	288
14	4	608
14	6	192
14	8	192
14	7	160
14	9	32
15	7	352
15	3	256
15	4	448
15	5	288
15	8	160
15	6	128
15	9	64
16	7	128
16	4	224
16	5	128
16	8	96
16	6	96
16	9	32
16	10	32
17	5	64
17	6	32
17	7	32
--- end of histogram ---
realDistance	heuristic	count
0	0	1024
1	1	1792
2	2	1152
2	1	768
3	1	768
3	2	64
4	2	1728
4	1	320
5	3	1536
5	2	1088
5	1	160
6	2	832
6	3	768
6	1	160
7	1	192
7	2	704
7	3	736
8	1	160
8	4	256
8	3	896
8	2	832
9	4	480
9	3	1056
9	2	896
9	1	192
10	4	384
10	3	1152
10	2	672
10	1	288
11	3	1344
11	2	1024
11	4	768
11	1	64
11	5	32
12	3	1664
12	2	544
12	4	672
12	5	32
13	2	256
13	3	1248
13	4	576
14	3	960
14	2	96
14	4	896
14	5	64
15	4	1184
15	3	416
15	5	96
16	4	704
16	5	32
17	4	128
--- end of histogram ---
