realDistance	heuristic	count
0	0	128
1	1	160
2	5	64
2	1	32
2	2	32
3	1	48
3	3	8
4	1	24
4	2	32
5	1	20
5	6	16
5	2	40
6	3	32
6	2	44
6	6	8
6	1	8
7	3	32
7	2	52
7	4	8
7	1	4
8	3	40
8	2	60
8	4	12
9	3	40
9	2	48
9	6	4
9	7	8
9	1	16
9	4	32
9	5	8
10	1	32
10	7	12
10	2	32
10	3	44
10	4	28
10	8	4
10	5	8
11	2	68
11	3	56
11	1	8
11	7	4
11	8	8
11	6	8
11	4	40
11	5	24
12	6	24
12	4	40
12	3	68
12	2	24
12	8	8
12	7	4
12	5	20
13	6	16
13	4	32
13	3	24
13	8	8
13	5	8
14	4	8
14	5	4
14	9	4
--- end of histogram ---
realDistance	heuristic	count
0	0	128
1	1	160
2	2	96
2	1	32
3	1	48
3	2	8
4	1	24
4	2	32
5	1	20
5	3	16
5	2	40
6	3	40
6	2	44
6	1	8
7	3	40
7	2	52
7	1	4
8	3	44
8	2	68
9	3	72
9	2	68
9	1	16
10	1	32
10	3	72
10	2	40
10	4	16
11	2	68
11	3	76
11	1	8
11	4	64
12	3	96
12	4	68
12	2	24
13	3	48
13	4	40
14	3	8
14	4	8
--- end of histogram ---
