realDistance	heuristic	count
0	0	20
1	3	2
1	9	2
2	10	34
2	4	2
3	15	4
3	14	2
3	20	4
3	19	2
4	32	2
4	31	12
4	36	4
4	30	2
4	21	60
4	15	4
4	20	34
4	27	2
4	19	2
4	14	2
5	44	10
5	49	2
5	32	28
5	31	34
5	39	2
5	42	2
5	28	2
5	48	2
5	47	2
5	37	52
5	33	4
5	36	8
5	38	4
5	27	2
5	30	2
5	19	4
5	15	4
5	14	4
6	29	6
6	88	2
6	61	2
6	38	2
6	87	2
6	66	2
6	50	24
6	46	8
6	49	2
6	57	2
6	44	10
6	60	2
6	18	2
6	10	2
6	17	2
6	27	2
6	8	2
6	22	2
6	48	24
6	47	2
6	55	6
6	28	4
6	30	8
6	52	4
6	37	56
6	36	4
6	19	8
6	26	4
6	15	72
6	6	4
7	47	50
7	52	2
7	39	34
7	38	14
7	21	4
7	46	13
7	88	20
7	84	6
7	116	2
7	95	4
7	87	2
7	91	2
7	67	20
7	63	6
7	74	4
7	77	2
7	66	2
7	61	2
7	25	10
7	37	6
7	27	6
7	44	2
7	31	109
7	13	2
7	18	28
7	24	4
7	28	34
7	17	10
7	10	12
7	36	2
7	19	2
7	23	30
7	29	10
7	5	2
7	8	2
7	34	10
7	20	2
7	33	2
7	62	4
7	40	4
7	54	8
7	30	12
7	16	70
8	53	28
8	49	6
8	60	4
8	52	4
8	47	46
8	72	3
8	51	22
8	25	8
8	45	12
8	27	6
8	33	6
8	61	4
8	62	2
8	28	32
8	65	4
8	40	92
8	78	2
8	38	34
8	43	8
8	31	12
8	35	14
8	34	34
8	67	2
8	71	2
8	41	50
8	37	10
8	22	8
8	39	36
8	44	6
8	46	8
8	54	4
8	57	2
8	29	6
8	14	38
8	8	6
8	12	2
8	32	6
8	6	2
8	26	16
8	30	4
8	20	32
8	16	4
8	50	10
8	23	2
8	21	10
8	48	8
8	11	72
8	56	8
8	19	4
8	5	8
8	17	30
9	36	8
9	31	38
9	56	20
9	48	30
9	58	26
9	85	2
9	59	8
9	52	92
9	20	80
9	51	140
9	80	2
9	23	10
9	41	54
9	28	42
9	10	2
9	18	10
9	34	28
9	33	62
9	30	14
9	46	36
9	73	15
9	72	22
9	55	2
9	78	4
9	62	26
9	45	36
9	61	10
9	90	2
9	69	2
9	65	6
9	49	4
9	66	24
9	54	12
9	68	24
9	39	30
9	38	16
9	35	16
9	42	32
9	64	34
9	44	48
9	43	12
9	63	4
9	47	20
9	53	36
9	29	6
9	60	12
9	84	2
9	67	16
9	96	2
9	71	4
9	79	4
9	40	14
9	26	68
9	25	10
9	32	86
9	13	6
9	70	10
9	19	4
9	24	32
9	50	22
9	15	6
9	9	30
9	6	2
9	16	6
9	22	2
9	17	4
9	57	82
9	77	2
9	12	68
9	14	16
9	37	14
9	21	12
9	27	124
10	32	42
10	29	70
10	31	106
10	39	14
10	26	18
10	61	22
10	98	2
10	56	6
10	59	60
10	58	47
10	45	24
10	87	2
10	53	38
