realDistance	heuristic	count
0	0	84
1	1	360
2	2	676
2	5	32
2	7	4
3	3	812
3	4	58
3	8	16
3	6	56
3	7	14
3	2	24
3	9	2
3	18	2
4	3	308
4	4	1046
4	10	70
4	5	108
4	9	62
4	6	24
4	7	54
4	8	23
4	14	2
4	18	4
4	11	10
4	13	4
4	12	2
4	24	1
5	4	702
5	5	1174
5	11	166
5	6	154
5	10	120
5	3	64
5	13	30
5	12	34
5	15	8
5	9	62
5	24	5
5	7	56
5	8	39
5	17	11
5	14	8
5	16	4
5	20	8
5	26	2
5	18	1
6	4	358
6	5	1552
6	6	1220
6	12	230
6	7	187
6	11	254
6	9	102
6	20	20
6	16	39
6	13	72
6	19	9
6	14	45
6	25	2
6	17	22
6	10	135
6	24	9
6	30	1
6	8	72
6	15	28
6	18	32
6	23	3
6	26	6
6	32	2
7	5	602
7	6	2016
7	7	1103
7	8	257
7	10	184
7	13	245
7	12	354
7	14	126
7	16	64
7	26	17
7	9	119
7	19	53
7	20	17
7	15	83
7	25	2
7	17	84
7	31	1
7	11	230
7	24	2
7	18	57
7	22	19
7	28	10
7	30	3
7	32	6
7	21	3
7	23	2
8	7	1969
8	6	549
8	8	988
8	9	189
8	12	277
8	13	320
8	17	108
8	11	211
8	14	258
8	21	28
8	15	168
8	23	6
8	25	12
8	19	117
8	20	39
8	18	111
8	30	13
8	26	24
8	10	99
8	22	27
8	28	10
8	16	88
8	29	2
8	31	2
8	34	10
8	32	2
8	27	2
9	7	643
9	13	241
9	9	665
9	14	212
9	10	150
9	18	76
9	8	1344
9	22	42
9	15	169
9	24	7
9	26	6
9	12	126
9	19	138
9	20	121
9	27	9
9	16	183
9	31	12
9	28	19
9	34	26
9	21	27
9	23	19
9	11	85
9	25	3
9	17	95
9	6	16
9	35	2
9	30	11
9	36	2
9	32	4
10	10	377
10	14	137
10	15	76
10	11	94
10	19	91
10	20	86
10	9	691
10	22	26
10	23	23
10	16	141
10	17	134
10	27	4
10	25	2
10	28	21
10	31	3
10	8	472
10	18	46
10	13	57
10	12	44
10	21	77
10	36	23
10	32	8
10	24	14
10	34	4
10	26	4
10	7	36
10	35	3
10	30	3
11	15	63
11	11	128
11	12	38
11	19	47
11	31	4
11	23	19
11	17	54
11	29	8
11	35	4
11	24	12
11	10	360
11	9	234
11	20	70
11	27	6
11	32	4
11	26	7
11	14	18
11	16	42
11	25	12
11	38	2
11	34	5
11	22	12
11	18	90
11	21	40
11	8	30
11	13	18
11	36	18
11	30	4
12	17	26
12	28	8
12	24	8
12	11	128
12	20	36
12	12	33
12	26	5
12	15	3
12	22	15
12	14	3
12	10	113
12	18	13
12	25	2
12	38	3
12	23	4
12	34	4
12	21	45
12	19	41
12	13	14
12	16	18
12	30	1
12	9	29
12	29	2
12	40	2
12	36	3
12	27	8
12	31	4
13	12	40
13	14	5
13	13	11
13	21	15
13	11	40
13	38	4
13	23	5
13	22	31
13	20	10
13	10	25
13	17	2
13	28	5
13	24	1
13	27	2
13	40	3
13	36	4
13	32	1
13	18	10
14	13	13
14	22	10
14	23	16
14	14	2
14	12	16
14	21	4
14	18	1
14	40	4
14	24	1
14	11	8
14	19	4
15	14	2
15	13	5
15	24	3
15	23	6
15	20	2
--- end of histogram ---
realDistance	heuristic	count
0	0	84
1	1	360
2	2	420
2	1	292
3	2	760
3	1	200
3	3	24
4	2	1394
4	3	240
4	1	60
4	4	24
5	2	1594
5	3	880
5	4	172
5	5	2
6	3	2502
6	2	1238
6	4	609
6	5	51
7	3	3379
7	2	656
7	4	1357
7	5	249
7	6	18
8	3	3065
8	4	1703
8	5	624
8	6	89
8	2	148
9	3	1893
9	4	1445
9	5	826
9	6	265
9	2	8
9	7	16
10	3	643
10	4	919
10	5	700
10	6	348
10	7	87
11	3	91
11	4	326
11	5	452
11	7	149
11	6	301
11	8	30
12	5	172
12	7	127
12	6	181
12	4	37
12	8	50
12	3	4
13	7	91
13	5	20
13	6	68
13	8	35
14	7	43
14	6	8
14	8	28
15	7	7
15	8	11
--- end of histogram ---
