realDistance	heuristic	count
0	0	512
1	1	1664
2	2	1920
2	5	256
2	1	128
3	6	512
3	3	928
3	2	256
3	1	192
4	7	256
4	3	128
4	2	512
4	4	192
4	1	96
5	3	448
5	2	352
5	1	80
5	6	64
5	5	32
6	3	544
6	2	336
6	4	128
6	7	128
6	6	32
6	1	32
7	3	560
7	8	64
7	4	448
7	2	272
7	7	64
7	1	16
8	5	192
8	4	480
8	3	608
8	8	32
8	2	272
9	5	256
9	4	656
9	6	48
9	3	656
9	2	192
9	7	32
9	1	64
10	5	448
10	4	672
10	6	112
10	3	560
10	7	80
10	8	80
10	2	256
10	1	128
11	5	480
11	4	704
11	8	144
11	9	64
11	3	544
11	6	224
11	7	48
11	2	528
11	1	32
12	3	944
12	9	112
12	4	736
12	5	576
12	6	400
12	10	16
12	7	112
12	2	160
12	8	64
13	4	944
13	5	576
13	3	320
13	9	80
13	10	32
13	8	96
13	6	384
13	7	288
14	8	96
14	6	224
14	5	544
14	4	320
14	10	32
14	9	96
14	7	208
15	8	64
15	6	160
15	5	160
15	10	64
15	7	32
16	6	32
16	7	16
16	11	16
--- end of histogram ---
realDistance	heuristic	count
0	0	512
1	1	1664
2	1	640
2	2	1664
3	3	768
3	2	928
3	1	192
4	3	448
4	2	512
4	1	224
5	1	272
5	2	352
5	3	352
6	1	256
6	3	480
6	4	128
6	2	336
7	1	160
7	4	256
7	2	496
7	3	512
8	3	752
8	2	608
8	4	160
8	1	64
9	3	1120
9	4	32
9	2	672
9	1	80
10	3	1488
10	2	656
10	1	128
10	4	64
11	3	1456
11	2	832
11	4	448
11	1	32
12	2	384
12	3	1600
12	4	1136
13	3	944
13	2	48
13	4	1728
14	4	1328
14	3	192
15	4	480
16	4	64
--- end of histogram ---
