realDistance	heuristic	count
0	0	2178
1	4	64
1	1	4096
2	5	64
2	2	8000
2	6	64
3	3	5952
3	7	32
4	8	3968
4	4	1984
4	7	32
5	13	4464
5	9	35712
5	10	119040
6	10	119040
6	9	29760
6	11	119040
6	13	496
7	5	29760
7	11	119040
7	15	59520
7	14	29760
8	10	3927
8	6	3696
8	17	138921
8	16	138916
8	19	2382
8	15	35919
--- end of histogram ---
realDistance	heuristic	count
0	0	2178
1	1	4160
2	2	4160
2	1	3968
3	2	5984
4	3	2016
4	2	3968
5	3	158720
5	2	496
6	3	268336
7	2	29760
7	3	208320
8	2	7623
8	3	316138
--- end of histogram ---
