realDistance	heuristic	count
0	0	8
1	1	40
2	2	126
3	3	324
4	3	40
4	4	685
5	4	224
5	5	1252
6	5	702
6	6	1991
7	6	1702
7	7	2899
8	7	3530
8	6	70
8	8	3942
9	8	6395
9	7	446
9	9	4958
10	8	1535
10	9	10292
10	10	5692
11	9	3879
11	10	15061
11	11	5926
12	10	8045
12	11	20083
12	9	40
12	12	5587
13	11	14318
13	12	24384
13	10	286
13	13	4801
14	12	22503
14	11	1055
14	13	27055
14	14	3829
15	13	31647
15	12	2722
15	14	27556
15	15	2910
16	14	40095
16	13	5529
16	15	25918
16	16	2152
17	15	46176
17	14	9428
17	16	22706
17	13	18
17	17	1569
18	15	13928
18	16	48876
18	17	18709
18	14	114
18	18	1116
19	16	18150
19	17	47940
19	15	366
19	18	14584
19	19	751
20	17	21234
20	18	43817
20	16	804
20	19	10755
20	20	461
21	18	22609
21	19	37434
21	17	1368
21	20	7449
21	21	248
22	19	22109
22	18	1926
22	20	29921
22	21	4794
22	22	112
23	19	2343
23	20	19971
23	21	22343
23	22	2830
23	23	39
24	20	2526
24	21	16676
24	22	15516
24	23	1503
24	24	9
25	21	2447
25	22	12840
25	23	9958
25	24	699
25	25	1
26	22	2142
26	23	9080
26	24	5866
26	25	273
27	23	1692
27	24	5860
27	25	3145
27	26	84
28	24	1198
28	25	3420
28	26	1516
28	27	18
29	25	753
29	26	1778
29	27	648
29	28	2
30	26	414
30	27	810
30	28	241
31	27	196
31	28	315
31	29	75
32	28	78
32	29	100
32	30	18
33	29	25
33	30	24
33	31	3
34	30	6
34	31	4
35	31	1
--- end of histogram ---
realDistance	heuristic	count
0	0	8
1	1	40
2	2	40
2	1	86
3	2	224
3	1	100
4	3	52
4	2	614
4	1	59
5	3	286
5	2	1163
5	4	12
5	1	15
6	3	864
6	4	110
6	2	1718
6	1	1
7	3	1986
7	4	476
7	2	2125
7	5	14
8	3	3818
8	4	1358
8	5	120
8	2	2244
8	6	2
9	3	6287
9	4	2997
9	5	508
9	2	1983
9	6	24
10	3	8859
10	4	5606
10	5	1472
10	2	1446
10	6	134
10	7	2
11	3	10909
11	4	9270
11	5	3339
11	2	844
11	6	482
11	7	22
12	3	11812
12	5	6401
12	4	13754
12	2	374
12	6	1302
12	7	112
13	3	11180
13	5	10733
13	4	18518
13	2	117
13	6	2871
13	7	370
14	3	9268
14	5	16107
14	4	22708
14	6	5406
14	7	932
14	2	21
15	3	6756
15	5	21982
15	4	25222
15	6	8934
15	7	1940
15	2	1
16	5	27351
16	3	4330
16	4	25311
16	6	13225
16	7	3477
17	3	2405
17	5	31149
17	4	23043
17	6	17788
17	7	5512
18	3	1131
18	5	32721
18	4	19085
18	7	7887
18	6	21919
19	5	31808
19	3	441
19	7	10311
19	6	24866
19	4	14365
20	5	28633
20	7	12393
20	6	26071
20	4	9838
20	3	136
21	5	23875
21	7	13746
21	6	25330
21	4	6128
21	3	29
22	5	18473
22	7	14117
22	6	22830
22	4	3439
22	3	3
23	7	13451
23	5	13269
23	6	19081
23	4	1725
24	7	11893
24	6	14760
24	5	8807
24	4	770
25	7	9733
25	6	10530
25	5	5381
25	4	301
26	7	7342
26	6	6896
26	5	3022
26	4	101
27	7	5079
27	6	4118
27	5	1556
27	4	28
28	7	3202
28	6	2218
28	5	726
28	4	6
29	7	1819
29	6	1061
29	5	300
29	4	1
30	7	916
30	6	441
30	5	108
31	7	399
31	6	154
31	5	33
32	7	145
32	6	43
32	5	8
33	7	42
33	6	9
33	5	1
34	7	9
34	6	1
35	7	1
--- end of histogram ---
