realDistance	heuristic	count
0	0	98
1	4	12
1	1	144
2	5	12
2	2	252
2	6	12
3	3	180
3	7	6
4	8	120
4	4	60
4	7	6
5	13	135
5	9	300
5	10	480
6	10	480
6	9	120
6	11	480
6	13	15
7	5	120
7	11	480
7	15	240
7	14	120
8	10	120
8	6	120
8	17	720
8	16	720
8	19	120
8	15	240
9	19	140
9	15	240
9	17	720
9	16	720
10	19	20
10	12	120
10	7	120
10	8	120
11	21	300
11	20	120
11	25	135
12	23	480
12	22	480
12	25	135
12	21	180
13	23	480
13	22	480
13	21	120
13	27	120
13	26	60
14	14	60
14	9	60
14	10	60
14	29	120
14	28	120
14	31	60
14	27	60
15	31	66
15	27	60
15	29	120
15	28	120
16	31	6
16	16	12
16	11	12
16	12	12
17	33	30
17	32	12
17	37	13
18	37	13
18	33	6
--- end of histogram ---
realDistance	heuristic	count
0	0	98
1	1	156
2	2	156
2	1	120
3	2	186
4	3	66
4	2	120
5	3	900
5	2	15
6	3	1095
7	2	120
7	3	840
8	2	240
8	3	1800
9	3	1800
9	2	20
10	3	20
10	2	360
11	3	540
11	2	15
12	3	1275
13	3	1260
14	2	180
14	3	360
15	3	360
15	2	6
16	3	6
16	2	36
17	3	54
17	2	1
18	3	19
--- end of histogram ---
