realDistance	heuristic	count
0	0	16384
1	1	40960
2	1	16384
2	5	8192
2	2	30720
3	1	14336
3	2	16384
3	6	8192
3	3	6144
4	2	45056
4	1	4096
5	6	16384
5	2	22528
5	3	43008
5	1	2048
6	2	22528
6	3	26624
6	6	2048
6	7	16384
6	4	12288
7	3	47104
7	2	18432
7	4	10240
7	7	2048
8	7	12288
8	4	36864
8	2	4096
8	3	36864
8	1	4096
8	5	2048
9	3	20480
9	4	28672
9	7	8192
9	2	16384
9	5	14336
9	8	12288
10	4	26624
10	3	26624
10	7	2048
10	6	8192
10	5	12288
10	8	8192
11	3	2048
11	4	20480
11	5	10240
11	8	2048
11	7	4096
11	6	2048
12	4	8192
12	8	6144
12	5	6144
13	5	10240
13	4	2048
13	8	2048
13	9	6144
14	6	4096
14	5	2048
14	9	2048
--- end of histogram ---
realDistance	heuristic	count
0	0	16384
1	1	40960
2	1	16384
2	2	38912
3	1	22528
3	2	8192
3	3	14336
4	2	40960
4	1	8192
5	3	47104
5	2	34816
5	1	2048
6	2	26624
6	3	32768
6	1	2048
6	4	18432
7	3	34816
7	1	4096
7	2	28672
7	4	10240
8	4	26624
8	1	6144
8	3	45056
8	2	18432
9	2	24576
9	4	32768
9	3	38912
9	1	4096
10	3	36864
10	2	18432
10	4	28672
11	2	6144
11	3	18432
11	4	16384
12	3	12288
12	4	6144
12	2	2048
13	4	14336
13	3	6144
14	4	8192
--- end of histogram ---
