realDistance	heuristic	count
0	0	50
1	4	8
1	1	64
2	5	8
2	2	104
2	6	8
3	3	72
3	7	4
4	8	48
4	4	24
4	7	4
5	13	54
5	9	96
5	10	96
6	10	96
6	9	24
6	11	96
6	13	6
7	5	24
7	11	96
7	15	48
7	14	24
8	10	24
8	6	24
8	17	48
8	16	48
8	19	24
8	15	24
9	19	28
9	15	24
9	17	48
9	16	48
10	19	4
10	12	8
10	7	8
10	8	8
11	21	20
11	20	8
11	25	9
12	25	9
12	21	4
--- end of histogram ---
realDistance	heuristic	count
0	0	50
1	1	72
2	2	72
2	1	48
3	2	76
4	3	28
4	2	48
5	3	240
5	2	6
6	3	222
7	2	24
7	3	168
8	2	48
8	3	144
9	3	144
9	2	4
10	3	4
10	2	24
11	3	36
11	2	1
12	3	13
--- end of histogram ---
