realDistance	heuristic	count
0	0	1024
1	1	2912
2	12	2080
2	6	2336
2	2	3968
2	3	416
3	12	416
3	19	1216
3	21	640
3	7	1408
3	10	5760
3	16	6080
3	31	960
3	3	2592
3	13	320
3	8	320
4	25	3936
4	20	896
4	21	320
4	31	896
4	22	12352
4	37	256
4	30	1536
4	28	896
4	11	3392
4	32	96
4	14	2256
4	56	384
4	16	5600
4	38	2688
4	4	1056
4	8	608
4	9	32
5	22	640
5	29	11760
5	37	1920
5	21	96
5	32	736
5	47	1408
5	63	1056
5	50	2688
5	23	480
5	34	640
5	12	480
5	15	6192
5	44	2272
5	31	2480
5	26	11296
5	39	1408
5	45	1056
5	17	640
5	20	512
5	24	4032
5	49	3360
5	30	4224
5	5	246
5	41	288
5	19	64
5	16	896
5	18	640
6	30	2592
6	40	5918
6	34	1844
6	46	6144
6	38	192
6	42	2672
6	33	416
6	41	2304
6	48	896
6	53	5088
6	35	16176
6	51	288
6	64	3722
6	50	704
6	63	256
6	70	432
6	75	864
6	16	1680
6	59	6720
6	69	1744
6	27	1280
6	32	13424
6	43	1504
6	45	704
6	19	2400
6	58	480
6	55	256
6	21	3136
6	54	784
6	25	2720
6	28	168
6	74	768
6	6	28
6	24	512
6	47	320
6	15	512
6	17	96
6	20	320
7	57	2752
7	32	512
7	39	17056
7	31	1248
7	47	6688
7	35	222
7	49	2784
7	43	3632
7	38	88
7	48	176
7	54	1408
7	58	320
7	64	2912
7	86	432
7	50	288
7	62	1600
7	75	3360
7	44	6384
7	36	7232
7	52	1672
7	65	4992
7	76	480
7	89	1184
7	59	6096
7	41	4008
7	51	32
7	66	6272
7	55	1084
7	60	768
7	70	304
7	71	2256
7	33	1952
7	17	240
7	20	2112
7	85	112
7	81	384
7	84	1536
7	56	1568
7	72	7056
7	97	316
7	22	704
7	25	1632
7	78	1728
7	69	864
7	29	2812
7	40	3792
7	73	316
7	87	84
7	46	200
7	61	320
7	83	632
7	42	256
7	34	160
7	28	1120
7	7	1
7	26	256
7	21	64
8	49	1376
8	63	11024
8	40	5872
8	57	1672
8	58	544
8	60	3438
8	48	2000
8	50	10953
8	59	176
8	100	1248
8	55	2096
8	65	5456
8	68	3728
8	73	2248
8	76	11056
8	87	2256
8	53	950
8	86	7112
8	95	768
8	80	676
8	42	6100
8	77	1488
8	90	1824
8	45	13664
8	52	1896
8	88	1456
8	67	1408
8	66	967
8	72	1024
8	82	2736
8	85	864
8	96	1964
8	81	864
8	54	384
8	21	672
8	74	548
8	75	1296
8	56	1596
8	92	872
8	37	1408
8	98	42
8	24	912
8	84	1428
8	26	840
8	113	24
8	97	1008
8	79	192
8	70	2832
8	30	632
8	89	3816
8	131	68
8	41	504
8	33	112
8	91	768
8	62	32
8	39	248
8	83	1744
8	61	2352
8	47	20
8	114	7
8	36	264
8	35	656
8	108	24
8	51	3136
8	106	68
8	29	912
8	32	912
9	64	8656
9	81	3730
9	42	264
9	49	7250
9	41	560
9	50	1136
9	52	1456
9	61	2675
9	51	3830
9	65	810
9	63	384
9	71	2600
9	74	2520
9	66	1968
9	76	2544
9	115	408
9	79	1872
9	101	9384
9	56	496
9	83	4944
9	106	2352
9	69	5432
9	88	1472
9	107	2026
9	112	1730
9	84	752
9	59	1229
9	92	4896
9	85	4392
9	96	4704
9	54	7880
9	46	5296
9	87	1732
9	53	2292
9	89	1072
9	43	1422
9	78	3480
9	91	9000
9	102	1920
9	55	776
9	114	204
9	108	728
9	104	344
9	111	1008
9	86	2832
9	97	1876
9	82	2832
9	75	1724
9	57	1256
9	118	396
9	93	276
9	77	2616
9	58	1904
9	22	64
9	25	558
9	98	576
9	94	1400
9	73	224
9	27	252
9	124	248
9	90	504
9	132	10
9	30	288
9	95	864
9	34	224
9	147	2
9	67	3464
9	40	64
9	105	36
9	110	680
9	171	6
9	62	324
9	103	56
9	47	128
9	36	320
9	44	2352
9	123	6
9	37	410
9	33	160
10	82	11104
10	66	1864
10	65	3104
10	50	3194
10	76	1086
10	53	160
10	57	160
10	67	3302
10	56	434
10	64	1408
10	81	448
10	77	1848
10	127	864
10	80	4320
10	68	1285
10	92	3336
10	75	3548
10	72	928
10	97	2272
10	116	3279
10	94	2524
10	70	1588
10	60	5836
10	107	1584
10	84	3597
10	102	5996
10	113	2154
10	126	1896
10	85	3616
10	90	742
10	105	8344
10	99	2664
10	131	336
10	108	1152
10	52	1970
10	87	3912
10	109	4860
10	119	4190
10	62	700
10	86	1128
10	93	1112
10	88	672
10	55	4960
10	118	576
10	112	1152
10	103	496
10	121	2304
10	101	656
10	117	1152
10	110	2764
10	98	648
10	63	378
10	115	428
10	79	952
10	83	1248
10	26	156
10	111	3028
10	100	1296
10	91	304
10	58	792
10	96	480
10	95	5008
10	148	1
10	125	208
10	134	10
10	47	856
10	89	1760
10	120	2040
10	154	42
10	54	300
10	74	48
10	29	144
10	31	124
10	140	12
10	122	260
10	69	288
10	35	154
10	162	28
10	51	544
10	106	6
10	172	1
10	59	1384
10	38	14
10	78	384
10	44	17
10	104	320
10	138	1
10	135	46
10	71	2616
10	48	784
10	41	316
10	45	448
10	124	1
10	37	48
11	67	1480
11	81	6520
11	83	6116
11	109	1136
11	51	518
11	52	418
11	59	1444
11	66	608
11	85	1620
11	58	48
11	68	1018
11	84	768
11	80	684
11	65	1948
11	57	40
11	141	1982
11	93	4964
11	98	2584
11	78	572
11	73	908
11	82	176
11	100	3020
11	150	168
11	128	1008
11	69	318
11	104	2712
11	143	1128
11	117	2575
11	95	876
11	76	948
11	86	3760
11	91	3775
11	88	1384
11	136	3204
11	102	696
11	132	600
11	114	1294
11	127	7212
11	107	240
11	110	2452
11	61	1742
11	53	468
11	106	4296
11	125	3230
11	111	3618
11	71	1992
11	63	1252
11	120	1528
11	75	345
11	103	2632
11	122	6048
11	118	1460
11	133	1604
11	89	230
11	108	1632
11	97	392
11	113	4800
11	119	869
11	135	81
11	144	288
11	56	1384
11	64	2690
11	99	1692
11	79	1704
11	116	956
11	112	2496
11	101	1080
11	131	12
11	134	1008
11	129	48
11	130	1008
11	94	320
11	92	64
11	96	1712
11	147	140
11	126	1488
11	149	42
11	90	432
11	121	300
11	155	55
11	27	6
11	30	96
11	124	768
11	115	768
11	105	492
11	123	38
11	146	10
11	145	40
11	70	720
11	32	32
11	163	8
11	35	16
11	55	160
11	39	13
11	60	236
11	77	792
11	45	6
11	139	14
11	72	624
11	49	176
11	42	42
12	82	4152
12	108	2572
12	84	1632
12	85	792
12	103	2748
12	68	760
12	110	232
12	60	566
12	97	1670
12	86	687
12	70	1198
12	69	1204
12	90	113
12	89	352
12	81	576
12	107	1020
12	96	560
12	99	5464
12	160	606
12	142	4150
12	101	3856
12	83	384
12	74	568
12	94	2132
12	120	802
12	125	520
12	151	1404
12	124	532
12	144	804
12	105	2276
12	129	288
12	79	496
12	92	1968
12	148	688
12	153	1296
12	87	1924
12	106	816
12	111	610
12	109	1888
12	116	918
12	133	2572
12	137	2113
12	126	4003
12	163	144
12	168	72
12	62	335
12	115	1665
12	77	980
12	128	6216
12	132	316
12	158	1020
12	72	400
12	112	888
12	139	1440
12	104	1008
12	102	1224
12	113	1612
12	123	2136
12	119	1356
12	134	748
12	149	504
12	130	32
12	145	672
12	122	120
12	152	1020
12	150	384
12	66	496
12	98	208
12	127	404
12	80	586
12	114	1548
12	136	998
12	140	2980
12	76	428
12	65	976
12	100	600
12	118	1054
12	135	720
12	131	1872
12	138	2388
12	73	72
