realDistance	heuristic	count
0	0	192
1	1	360
2	6	264
2	12	216
2	2	336
2	3	72
3	21	96
3	12	72
3	19	144
3	7	176
3	10	416
3	31	48
3	16	432
3	3	122
3	13	48
3	8	48
4	21	48
4	31	88
4	25	304
4	20	88
4	22	654
4	28	88
4	11	248
4	30	114
4	37	64
4	32	8
4	16	216
4	38	88
4	14	228
4	56	32
4	4	20
4	8	72
4	9	8
5	37	208
5	32	64
5	22	80
5	29	652
5	21	16
5	47	112
5	50	88
5	12	48
5	34	48
5	23	48
5	63	56
5	15	304
5	39	88
5	26	448
5	44	104
5	31	180
5	45	40
5	17	42
5	24	144
5	49	72
5	20	16
5	30	80
5	16	88
5	18	48
5	41	40
5	5	1
5	19	16
6	34	92
6	46	380
6	33	56
6	42	108
6	40	233
6	30	178
6	38	32
6	35	512
6	64	57
6	53	148
6	51	16
6	48	126
6	41	160
6	50	62
6	69	76
6	59	144
6	16	60
6	43	68
6	32	300
6	45	40
6	75	40
6	63	16
6	70	20
6	27	84
6	19	128
6	58	24
6	21	44
6	54	28
6	55	16
6	25	172
6	24	38
6	47	48
6	20	24
6	28	1
6	74	16
6	15	38
6	17	16
7	57	176
7	47	316
7	43	46
7	39	528
7	49	126
7	32	38
7	31	88
7	35	17
7	58	48
7	64	132
7	75	72
7	52	68
7	65	82
7	50	40
7	62	104
7	86	20
7	44	188
7	36	154
7	38	16
7	48	28
7	54	80
7	89	48
7	76	24
7	66	88
7	59	184
7	41	123
7	33	72
7	71	34
7	17	6
7	46	8
7	55	19
7	60	28
7	70	16
7	51	8
7	20	54
7	61	48
7	22	16
7	56	44
7	97	4
7	72	84
7	84	32
7	85	2
7	81	8
7	42	28
7	25	44
7	69	20
7	78	40
7	34	24
7	29	73
7	73	4
7	40	16
7	28	72
7	21	8
7	26	28
8	49	96
8	63	432
8	48	94
8	60	108
8	40	236
8	50	205
8	57	46
8	58	48
8	55	102
8	65	282
8	100	40
8	68	176
8	53	24
8	87	34
8	59	28
8	73	60
8	76	118
8	72	44
8	67	32
8	88	20
8	86	85
8	42	61
8	45	172
8	52	24
8	66	24
8	77	16
8	80	6
8	95	16
8	90	48
8	21	12
8	96	41
8	81	20
8	82	30
8	85	20
8	54	8
8	37	32
8	92	10
8	56	35
8	61	84
8	75	30
8	74	6
8	98	1
8	36	10
8	62	8
8	24	15
8	84	24
8	35	40
8	30	26
8	26	3
8	51	88
8	89	16
8	29	42
8	32	46
8	70	16
8	79	8
8	97	6
8	41	4
9	64	314
9	81	128
9	61	41
9	52	66
9	51	96
9	65	20
9	41	32
9	42	10
9	49	72
9	50	18
9	66	122
9	71	122
9	76	90
9	74	91
9	69	154
9	83	70
9	106	28
9	88	20
9	56	28
9	101	68
9	63	24
9	115	8
9	79	38
9	107	28
9	112	40
9	85	38
9	92	44
9	96	44
9	87	33
9	46	98
9	54	96
9	43	12
9	78	46
9	73	10
9	84	6
9	59	19
9	53	6
9	89	11
9	102	48
9	91	62
9	55	11
9	93	4
9	77	42
9	57	22
9	75	12
9	67	68
9	58	28
9	82	16
9	86	16
9	97	13
9	108	3
9	111	6
9	62	18
9	25	4
9	94	8
9	98	4
9	27	1
9	44	72
9	33	12
9	36	14
9	47	8
9	90	4
9	30	6
9	37	5
10	65	82
10	82	196
10	66	50
10	53	12
10	57	4
10	67	34
10	50	42
10	76	12
10	56	28
10	77	53
10	81	32
10	127	20
10	68	62
10	80	100
10	75	63
10	70	46
10	116	22
10	94	16
10	72	40
10	102	38
10	64	45
10	92	30
10	97	20
10	107	16
10	84	49
10	113	32
10	126	27
10	85	66
10	96	20
10	90	11
10	86	12
10	93	16
10	88	12
10	87	46
10	89	46
10	119	16
10	52	21
10	60	45
10	108	10
10	74	2
10	131	2
10	55	50
10	103	16
10	118	4
10	121	16
10	110	4
10	69	20
10	112	8
10	117	8
10	79	16
10	105	30
10	109	15
10	83	14
10	59	22
10	26	1
10	111	20
10	100	10
10	78	8
10	51	20
10	47	18
10	98	2
10	45	22
10	95	14
10	99	7
10	71	30
10	48	22
10	41	4
10	58	6
10	37	2
10	35	1
11	83	102
11	67	57
11	81	115
11	109	10
11	66	14
11	85	20
11	58	2
11	68	9
11	52	9
11	51	9
11	84	32
11	78	13
11	82	10
11	141	20
11	73	34
11	93	55
11	98	16
11	117	20
11	100	21
11	143	4
11	76	18
11	128	8
11	65	27
11	80	3
11	69	8
11	150	1
11	95	4
11	57	4
11	114	8
11	127	43
11	86	71
11	88	26
11	91	62
11	104	12
11	136	8
11	132	4
11	90	16
11	125	10
11	53	3
11	61	14
11	103	10
11	97	8
11	116	1
11	120	4
11	89	3
11	122	14
11	133	10
11	118	12
11	75	12
11	105	8
11	106	12
11	110	6
11	56	10
11	111	7
11	113	14
11	119	3
11	70	16
11	112	8
11	101	4
11	108	12
11	55	12
11	96	6
11	72	12
11	49	8
11	77	7
11	79	14
11	63	10
11	64	4
11	60	4
11	42	1
12	68	21
12	82	53
12	108	10
12	85	12
12	84	30
12	86	2
12	70	4
12	110	2
12	89	16
12	69	27
12	81	12
12	142	16
12	74	20
12	96	5
12	99	38
12	101	20
12	160	4
12	83	8
12	94	37
12	151	5
12	129	2
12	107	1
12	144	1
12	87	29
12	92	44
12	105	4
12	148	5
12	153	10
12	124	4
12	128	22
12	126	4
12	133	7
12	137	6
12	117	5
12	98	2
12	123	4
12	134	4
12	119	4
12	76	9
12	139	12
12	106	12
12	113	10
12	112	3
12	114	6
12	120	1
12	71	12
12	118	6
12	109	4
12	56	4
12	79	10
12	78	3
12	80	6
12	66	6
12	64	4
12	53	2
12	65	1
13	83	10
13	109	6
13	84	12
13	71	2
13	86	11
13	90	4
13	74	12
13	82	13
13	108	4
13	97	2
13	100	16
13	85	10
13	102	12
13	172	5
13	106	4
13	152	2
13	95	8
13	161	3
13	70	7
13	93	11
13	149	2
13	143	4
13	154	10
13	167	4
13	132	5
13	134	3
13	138	2
13	118	2
13	125	3
13	129	4
13	140	6
13	107	4
13	114	10
13	121	4
13	98	5
13	88	2
13	77	2
13	75	9
13	80	10
13	72	5
13	69	2
14	110	1
14	85	12
14	75	4
14	111	5
14	84	4
14	83	4
14	103	3
14	173	2
14	107	2
14	87	4
14	186	2
14	91	4
14	162	1
14	109	1
14	155	3
14	168	2
14	133	2
14	140	2
14	126	1
14	115	3
14	122	2
14	99	2
14	104	2
14	94	1
14	81	3
14	86	2
14	76	2
14	79	2
14	73	1
15	86	4
15	112	2
15	116	2
15	87	5
15	187	1
15	92	2
15	85	1
15	141	1
15	105	1
15	80	1
16	117	1
16	88	2
16	92	2
17	93	1
--- end of histogram ---
realDistance	heuristic	count
0	0	192
1	1	360
2	2	600
2	1	288
3	3	456
3	2	1032
3	1	114
4	4	136
4	2	1490
4	3	722
4	1	20
5	3	1502
5	4	216
5	2	1412
5	1	1
6	4	446
6	3	1945
6	2	1210
7	3	2337
7	4	534
7	2	803
8	4	672
8	3	2223
8	2	463
9	4	547
9	3	1956
9	2	195
10	4	451
10	3	1384
10	2	71
11	3	862
11	4	300
11	2	12
12	4	152
12	3	459
13	4	70
13	3	182
14	3	47
14	4	32
15	4	12
15	3	8
16	3	1
16	4	4
17	4	1
--- end of histogram ---
