realDistance	heuristic	count
0	0	392
1	1	1176
2	2	2352
3	3	4900
4	3	1176
4	4	8134
5	4	4312
5	5	10094
6	5	9506
6	6	11172
7	6	16366
7	7	11662
8	7	23324
8	6	980
8	8	12348
9	7	3822
9	8	29106
9	9	13083
10	8	8918
10	9	34643
10	10	13524
11	9	16072
11	10	38808
11	11	13769
12	9	392
12	10	23226
12	11	41307
12	12	13377
13	10	1470
13	11	29596
13	12	41944
13	13	12495
14	11	3430
14	12	34153
14	13	40376
14	14	11025
15	12	5782
15	13	35623
15	14	36652
15	15	9065
16	13	7742
16	14	34545
16	15	31164
16	16	6958
17	14	8918
17	15	31213
17	16	24598
17	17	4949
18	15	9114
18	16	26068
18	17	17885
18	18	3283
19	16	8428
19	17	20041
19	18	11956
19	19	2009
20	17	7105
20	18	13867
20	19	7252
20	20	1078
21	18	5194
21	19	8477
21	20	3822
21	21	490
22	19	3234
22	20	4410
22	21	1666
22	22	196
23	20	1666
23	21	1862
23	22	588
23	23	49
24	21	686
24	22	588
24	23	147
25	22	196
25	23	147
26	23	49
--- end of histogram ---
realDistance	heuristic	count
0	0	392
1	1	1176
2	2	1176
2	1	1176
3	2	4508
3	1	392
4	3	1568
4	2	7644
4	1	98
5	3	5782
5	4	392
5	2	8232
6	3	11662
6	4	2254
6	2	6762
7	4	6272
7	3	17150
7	5	490
7	2	4116
8	4	12544
8	5	2548
8	3	19698
8	2	1764
8	6	98
9	5	6566
9	4	20188
9	3	17885
9	2	588
9	6	784
10	5	13034
10	4	26509
10	3	14504
10	2	98
10	6	2842
10	7	98
11	5	21070
11	4	29400
11	3	10633
11	6	6860
11	7	686
12	5	27881
12	4	28518
12	3	6713
12	6	13034
12	7	2156
13	5	32095
13	4	24549
13	3	3626
13	6	20531
13	7	4704
14	5	33369
14	4	18424
14	3	1617
14	6	27244
14	7	8330
15	5	31115
15	4	11858
15	3	441
15	6	31458
15	7	12250
16	5	25970
16	4	6615
16	6	32438
16	7	15337
16	3	49
17	5	19551
17	4	3087
17	6	29890
17	7	17150
18	5	13328
18	7	17297
18	6	24598
18	4	1127
19	5	8379
19	6	18081
19	7	15680
19	4	294
20	5	4900
20	6	11662
20	7	12691
20	4	49
21	7	8918
21	5	2597
21	6	6468
22	5	1078
22	7	5390
22	6	3038
23	7	2744
23	6	1127
23	5	294
24	7	1078
24	5	49
24	6	294
25	7	294
25	6	49
26	7	49
--- end of histogram ---
