realDistance	heuristic	count
0	0	8
1	1	32
2	2	44
2	1	12
2	5	6
3	2	24
3	1	10
3	6	12
3	3	24
4	3	12
4	2	52
4	7	6
4	4	4
4	1	3
5	6	19
5	2	27
5	3	84
5	11	2
5	1	1
6	3	53
6	2	22
6	7	38
6	4	52
6	12	4
6	6	2
7	4	38
7	3	82
7	8	19
7	5	10
7	13	2
7	2	14
7	7	4
8	7	22
8	12	8
8	4	110
8	3	55
8	5	10
8	2	3
8	8	2
8	1	2
9	8	44
9	13	16
9	5	60
9	4	79
9	3	26
9	7	10
9	12	2
9	6	1
9	2	12
10	9	22
10	14	8
10	5	50
10	4	63
10	6	17
10	8	20
10	3	32
10	13	4
10	7	4
11	5	60
11	8	14
11	13	6
11	6	13
11	9	10
11	4	52
11	3	3
11	14	2
11	7	9
12	6	20
12	9	16
12	14	12
12	5	48
12	4	19
12	8	11
12	13	6
12	7	1
13	10	6
13	15	6
13	5	33
13	6	20
13	9	16
13	14	12
13	8	7
13	13	1
13	4	4
14	6	21
14	7	2
14	10	8
14	15	6
14	9	14
14	14	2
14	5	12
14	4	1
15	10	7
15	15	1
15	6	12
15	5	6
15	14	4
15	7	4
16	6	9
16	7	4
16	15	8
16	9	3
16	14	1
17	7	4
17	16	4
17	10	6
17	15	2
18	11	3
18	16	1
--- end of histogram ---
realDistance	heuristic	count
0	0	8
1	1	32
2	1	20
2	2	42
3	1	26
3	3	20
3	2	24
4	1	27
4	2	40
4	3	10
5	3	47
5	1	18
5	2	68
6	1	17
6	3	66
6	2	74
6	4	14
7	1	21
7	2	66
7	3	75
7	4	7
8	3	105
8	2	63
8	1	20
8	4	24
9	3	104
9	2	75
9	4	61
9	1	10
10	3	106
10	2	51
10	4	57
10	1	6
11	2	30
11	3	81
11	4	52
11	1	6
12	3	58
12	4	49
12	1	4
12	2	22
13	4	46
13	1	1
13	3	40
13	2	18
14	2	10
14	4	32
14	3	24
15	3	16
15	2	4
15	4	14
16	2	1
16	3	12
16	4	12
17	3	4
17	4	12
18	4	4
--- end of histogram ---
