realDistance	heuristic	count
0	0	722
1	4	36
1	1	1296
2	5	36
2	2	2484
2	6	36
3	3	1836
3	7	18
4	8	1224
4	4	612
4	7	18
5	13	1377
5	9	6732
5	10	19584
6	10	19584
6	9	4896
6	11	19584
6	13	153
7	5	4896
7	11	19584
7	15	9792
7	14	4896
8	10	4896
8	6	4896
8	17	146880
8	16	146880
8	19	4896
8	15	39168
9	19	5712
9	15	39168
9	17	146880
9	16	146880
10	19	816
10	12	24480
10	7	24480
10	8	24480
11	21	61200
11	20	24480
11	25	27540
12	23	685440
12	22	685440
12	25	27540
12	21	183600
13	23	48720
13	22	48720
13	21	12180
13	27	19735
13	26	9868
--- end of histogram ---
realDistance	heuristic	count
0	0	722
1	1	1332
2	2	1332
2	1	1224
3	2	1854
4	3	630
4	2	1224
5	3	27540
5	2	153
6	3	44217
7	2	4896
7	3	34272
8	2	9792
8	3	337824
9	3	337824
9	2	816
10	3	816
10	2	73440
11	3	110160
11	2	3060
12	3	1582020
13	3	139223
--- end of histogram ---
