realDistance	heuristic	count
0	0	578
1	4	32
1	1	1024
2	5	32
2	2	1952
2	6	32
3	3	1440
3	7	16
4	8	960
4	4	480
4	7	16
5	13	1080
5	9	4800
5	10	13440
6	10	13440
6	9	3360
6	11	13440
6	13	120
7	5	3360
7	11	13440
7	15	6720
7	14	3360
8	10	3360
8	6	3360
8	17	87360
8	16	87360
8	19	3360
8	15	23520
9	19	3920
9	15	23520
9	17	87360
9	16	87360
10	19	560
10	12	14560
10	7	14560
10	8	14560
11	21	36400
11	20	14560
11	25	16380
12	23	349440
12	22	349440
12	25	16380
12	21	94640
13	23	349440
13	22	349440
13	21	87360
13	27	87360
13	26	43680
14	14	6960
14	9	6960
14	10	6960
14	29	132194
14	28	132199
14	31	6006
14	27	36054
--- end of histogram ---
realDistance	heuristic	count
0	0	578
1	1	1056
2	2	1056
2	1	960
3	2	1456
4	3	496
4	2	960
5	3	19200
5	2	120
6	3	30360
7	2	3360
7	3	23520
8	2	6720
8	3	201600
9	3	201600
9	2	560
10	3	560
10	2	43680
11	3	65520
11	2	1820
12	3	809900
13	3	917280
14	2	20880
14	3	306453
--- end of histogram ---
