realDistance	heuristic	count
0	0	24
1	1	132
2	2	476
3	3	1480
4	3	156
4	4	3932
5	4	1024
5	5	9118
6	5	4024
6	6	19110
7	6	12538
7	7	37130
8	6	384
8	7	33478
8	8	67728
9	7	2976
9	8	79254
9	9	117188
10	8	13108
10	9	170406
10	10	195087
11	9	43434
11	10	340077
11	11	315258
12	9	380
12	10	120386
12	11	641059
12	12	496563
13	10	16
13	11	7385
13	12	23868
13	13	1436
--- end of histogram ---
realDistance	heuristic	count
0	0	24
1	1	132
2	2	156
2	1	320
3	2	1020
3	1	460
4	3	252
4	2	3404
4	1	432
5	3	1624
5	2	8184
5	4	72
5	1	262
6	3	6126
6	4	708
6	2	16204
6	1	96
7	3	18218
7	4	3554
7	2	27732
7	5	144
7	1	20
8	3	45762
8	4	12732
8	5	1366
8	2	41704
8	6	24
8	1	2
9	3	99754
9	4	37404
9	5	6764
9	2	55182
9	6	314
10	4	95552
10	3	192113
10	5	24672
10	2	64196
10	6	2044
10	7	24
11	4	218533
11	5	74838
11	3	330220
11	2	65832
11	6	9056
11	7	290
12	5	198060
12	4	455266
12	3	512380
12	2	59588
12	6	31308
12	7	1786
13	5	7422
13	4	16686
13	3	7450
13	6	1088
13	2	27
13	7	32
--- end of histogram ---
