realDistance	heuristic	count
0	0	2115
1	1	2115
2	2	6210
3	151	187
3	3	13553
3	20	3
3	13	395
3	7	64
3	55	10
3	30	27
3	88	3
3	107	201
3	128	1
3	21	403
3	70	777
3	31	985
3	42	18
3	154	187
3	16	5
3	33	1
3	24	394
3	58	2
3	74	8
3	91	1
3	110	1
3	131	1
3	41	388
4	152	1683
4	3	5135
4	4	22191
4	21	14
4	191	1
4	14	1174
4	94	3
4	8	165
4	56	41
4	31	135
4	215	170
4	89	21
4	108	1035
4	129	8
4	113	1
4	146	2
4	169	5
4	275	20
4	211	10
4	22	838
4	71	4467
4	310	860
4	374	890
4	32	3370
4	43	60
4	239	5
4	272	5
4	304	5
4	338	20
4	155	1683
4	86	4
4	17	18
4	34	8
4	42	1929
4	25	1209
4	59	16
4	149	2
4	101	3
4	75	64
4	176	4
4	124	4
4	92	8
4	111	8
4	132	8
4	217	1
4	245	2
4	185	2
4	53	2
4	104	4
4	67	1
4	83	3
4	127	1
4	464	4
4	353	4
4	192	4
4	707	353
4	531	14
4	405	2
4	706	333
4	656	331
4	458	16
4	571	4
4	613	2
4	660	2
4	498	4
4	385	2
4	221	2
4	548	2
4	607	2
4	537	2
4	454	2
4	252	6
4	578	4
4	490	6
4	618	2
4	285	2
4	663	2
4	320	4
4	354	2
4	2459	1
4	831	1
4	1653	1
4	229	1
4	2652	1
4	886	1
4	1734	1
4	235	2
4	2959	168
4	1282	1
4	2490	166
4	1355	1
4	1426	4
4	2856	1
4	891	2
4	898	1
4	959	1
4	1503	1
4	1018	1
4	1578	1
4	1083	1
4	1671	1
4	1146	1
4	1832	1
4	1215	1
4	1813	4
4	2025	1
4	2202	1
4	2395	1
4	276	1
4	307	1
4	340	1
4	1898	1
4	421	1
4	1981	1
4	501	1
4	2082	1
4	605	1
4	2259	1
4	702	1
5	4	16397
5	153	4301
5	71	1456
5	23	1197
5	22	395
5	32	675
5	5	40731
5	192	7
5	15	770
5	95	15
5	9	146
5	168	186
5	57	1475
5	43	2704
5	31	8
5	216	1190
5	90	50
5	109	1366
5	130	22
5	114	5
5	147	9
5	56	10
5	170	25
5	33	6766
5	1944	5
5	276	108
5	1160	4
5	212	54
5	152	748
5	108	407
5	155	748
5	42	749
5	75	21
5	72	10327
5	107	56
5	135	1302
5	2020	15
5	1256	5
5	44	104
5	89	8
5	2184	765
5	311	4665
5	375	4827
5	58	1841
5	129	4
5	2101	5
5	1331	5
5	240	27
5	1441	5
5	273	27
5	1529	5
5	305	27
5	49	28
5	1595	10
5	339	108
5	1678	5
5	92	3
5	1783	5
5	111	3
5	120	14
5	1870	5
5	132	3
5	156	4487
5	776	1
5	87	16
5	431	1
5	18	25
5	25	8
5	3	8
5	35	22
5	830	3
5	460	1
5	26	1302
5	60	44
5	150	8
5	102	12
5	76	176
5	177	16
5	125	16
5	93	22
5	112	22
5	133	22
5	913	1
5	218	4
5	998	1
5	246	8
5	1065	1
5	186	8
5	1119	1
5	1183	1
5	491	31
5	54	8
5	560	1
5	105	16
5	599	1
5	68	4
5	637	2
5	84	12
5	676	1
5	128	4
5	717	2
5	465	28
5	354	20
5	193	16
5	708	2471
5	532	70
5	406	8
5	707	1665
5	657	1324
5	459	64
5	572	20
5	614	10
5	661	10
5	499	22
5	386	10
5	222	8
5	549	8
5	608	8
5	538	14
5	455	10
5	253	24
5	579	28
5	619	14
5	286	8
5	664	14
5	321	16
5	355	8
5	13463	1
5	13213	1
5	2460	7
5	9497	1
5	832	6
5	8777	1
5	8821	1
5	1654	5
5	5524	1
5	230	4
5	13879	1
5	13677	1
5	2653	7
5	9908	1
5	887	6
5	9218	1
5	9141	1
5	1735	5
5	6032	1
5	236	8
5	17412	152
5	17117	1
5	2960	1176
5	14142	1
5	1283	6
5	20972	142
5	18645	141
5	2491	996
5	17348	1
5	14594	1
5	1356	6
5	17597	1
5	14805	3
5	1427	24
5	14368	1
5	14206	1
5	2857	7
5	10374	1
5	892	12
5	18085	1
5	14833	1
5	14818	1
5	10818	1
5	18614	1
5	15306	1
5	15251	1
5	11259	1
5	899	6
5	19118	1
5	15022	1
5	15754	1
5	15708	1
5	11727	1
5	960	6
5	19663	1
5	15458	1
5	1504	6
5	16243	1
5	16173	1
5	12224	1
5	1019	6
5	20192	1
5	15914	1
5	1579	6
5	16716	1
5	16657	1
5	12729	1
5	1084	6
5	20713	1
5	16398	1
5	1672	6
5	17181	1
5	16884	2
5	13170	1
5	1147	6
5	16903	1
5	1833	6
5	13670	1
5	1216	6
5	9802	1
5	9469	1
5	1814	20
5	6586	1
5	17416	1
5	2026	6
5	17913	1
5	2203	6
5	18402	1
5	2396	6
5	10334	1
5	9805	1
5	6960	1
5	277	4
5	10727	1
5	10230	1
5	7240	1
5	308	4
5	11160	1
5	10646	1
5	7528	1
5	341	4
5	11664	1
5	11189	1
