realDistance	heuristic	count
0	0	8192
1	1	52224
2	5	22528
2	1	31744
2	2	11776
3	1	28672
3	9	1024
3	3	1024
4	2	272640
4	1	11008
4	4	128
5	6	138240
5	2	211072
5	3	62720
5	11	8192
5	1	3840
6	2	160640
6	6	42240
6	10	5632
6	3	44928
6	4	4288
6	7	1536
6	1	1088
7	3	736192
7	10	2432
7	2	93184
7	4	5120
7	6	13248
7	7	640
7	1	576
7	5	512
7	8	384
8	7	383936
8	3	760032
8	4	158912
8	12	54784
8	2	45216
8	1	4288
8	10	640
8	19	3072
8	5	384
8	8	128
8	6	3008
8	11	128
9	3	111193
9	7	58139
9	4	34844
9	11	3510
9	12	4376
9	2	9673
9	5	4164
9	8	648
9	13	264
9	6	88
--- end of histogram ---
realDistance	heuristic	count
0	0	8192
1	1	52224
2	2	34304
2	1	31744
3	1	28672
3	2	2048
4	2	272768
4	1	11008
5	3	209152
5	1	52992
5	2	161920
6	1	70080
6	2	91648
6	3	98624
7	2	476096
7	3	330624
7	1	45568
8	3	576736
8	1	77088
8	2	525440
8	4	235264
9	1	29676
9	2	79462
9	3	91018
9	4	26743
--- end of histogram ---
