realDistance	heuristic	count
0	0	1250
1	4	48
1	1	2304
2	5	48
2	2	4464
2	6	48
3	3	3312
3	7	24
4	8	2208
4	4	1104
4	7	24
5	13	2484
5	9	15456
5	10	48576
6	10	48576
6	9	12144
6	11	48576
6	13	276
7	5	12144
7	11	48576
7	15	24288
7	14	12144
8	10	12144
8	6	12144
8	17	510048
8	16	510048
8	19	12144
8	15	133584
9	19	14168
9	15	133584
9	17	510048
9	16	510048
10	19	2024
10	12	85008
10	7	85008
10	8	85008
11	21	46372
11	20	18577
11	25	21629
--- end of histogram ---
realDistance	heuristic	count
0	0	1250
1	1	2352
2	2	2352
2	1	2208
3	2	3336
4	3	1128
4	2	2208
5	3	66240
5	2	276
6	3	109572
7	2	12144
7	3	85008
8	2	24288
8	3	1165824
9	3	1165824
9	2	2024
10	3	2024
10	2	255024
11	3	83387
11	2	3191
--- end of histogram ---
