realDistance	heuristic	count
0	0	8
1	1	32
2	2	84
3	3	196
4	3	32
4	4	386
5	4	148
5	5	634
6	5	406
6	6	945
7	6	912
7	7	1307
8	7	1752
8	6	48
8	8	1685
9	7	256
9	8	2890
9	9	2094
10	8	762
10	9	4375
10	10	2542
11	9	1752
11	10	6270
11	11	2981
12	10	3464
12	9	34
12	11	8619
12	12	3301
13	11	6188
13	10	232
13	12	11274
13	13	3435
14	11	846
14	12	10119
14	13	13822
14	14	3342
15	12	2194
15	13	15169
15	14	15756
15	15	3033
16	13	4584
16	14	20894
16	15	16721
16	16	2548
17	14	8176
17	15	26539
17	13	24
17	16	16568
17	17	1965
18	15	12869
18	16	31258
18	14	140
18	17	15353
18	18	1381
19	16	18282
19	17	34299
19	15	472
19	18	13308
19	19	876
20	17	23775
20	16	1164
20	18	35193
20	19	10767
20	20	500
21	18	28572
21	17	2300
21	19	33860
21	20	8100
21	21	253
22	19	31975
22	18	3842
22	20	30580
22	21	5653
22	22	112
23	19	5626
23	20	33492
23	21	25905
23	22	3652
23	23	42
24	20	7392
24	21	32925
24	22	20554
24	23	2174
24	24	12
25	21	8864
25	22	30408
25	23	15262
25	24	1184
25	25	2
26	22	9786
26	23	26376
26	24	10594
26	25	580
27	23	9986
27	24	21472
27	25	6861
27	26	248
28	24	9426
28	25	16396
28	26	4126
28	27	88
29	25	8233
29	26	11724
29	27	2281
29	28	24
30	26	6654
30	27	7828
30	28	1142
30	29	4
31	27	4971
31	28	4856
31	29	509
32	28	3418
32	29	2776
32	30	198
33	29	2143
33	30	1444
33	31	66
34	30	1206
34	31	672
34	32	18
35	31	598
35	32	272
35	33	3
36	32	254
36	33	92
37	33	89
37	34	24
38	34	24
38	35	4
39	35	4
--- end of histogram ---
realDistance	heuristic	count
0	0	8
1	1	32
2	2	32
2	1	52
3	2	152
3	1	44
4	3	44
4	2	352
4	1	22
5	3	194
5	4	12
5	2	570
5	1	6
6	3	512
6	4	86
6	2	752
6	1	1
7	4	294
7	3	1074
7	5	16
7	2	835
8	4	716
8	5	102
8	3	1876
8	2	787
8	6	4
9	5	328
9	4	1476
9	3	2768
9	2	628
9	6	40
10	5	810
10	4	2684
10	3	3581
10	2	416
10	6	184
10	7	4
11	5	1716
11	4	4372
11	3	4104
11	6	548
11	2	227
11	7	36
12	5	3212
12	4	6492
12	3	4199
12	6	1260
12	2	99
12	7	156
13	5	5492
13	4	8836
13	3	3842
13	6	2462
13	7	464
13	2	33
14	5	8664
14	4	10964
14	3	3135
14	6	4270
14	7	1088
14	2	8
15	5	12654
15	4	12344
15	3	2247
15	6	6774
15	7	2132
15	2	1
16	5	17051
16	4	12595
16	6	10072
16	7	3644
16	3	1385
17	5	21136
17	4	11641
17	7	5622
17	6	14158
17	3	715
18	5	24150
18	4	9738
18	7	8000
18	6	18818
18	3	295
19	5	25459
19	4	7365
19	7	10662
19	6	23661
19	3	90
20	5	24794
20	7	13442
20	6	28110
20	4	5036
20	3	17
21	5	22366
21	7	16102
21	6	31508
21	4	3108
21	3	1
22	5	18735
22	7	18389
22	6	33318
22	4	1720
23	7	20074
23	5	14583
23	6	33215
23	4	845
24	7	20949
24	5	10558
24	6	31188
24	4	362
25	7	20890
25	5	7117
25	6	27582
25	4	131
26	7	19865
26	5	4467
26	6	22966
26	4	38
27	7	17961
27	5	2612
27	6	17986
27	4	8
28	7	15389
28	5	1418
28	6	13228
28	4	1
29	7	12440
29	5	711
29	6	9111
30	7	9444
30	5	324
30	6	5860
31	7	6703
31	5	129
31	6	3504
32	7	4418
32	5	43
32	6	1931
33	7	2675
33	5	10
33	6	968
34	7	1463
34	6	432
34	5	1
35	7	707
35	6	166
36	7	293
36	6	53
37	7	100
37	6	13
38	7	26
38	6	2
39	7	4
--- end of histogram ---
