realDistance	heuristic	count
0	0	56
1	1	224
2	2	532
3	3	1225
4	3	224
4	4	2282
5	4	966
5	5	3409
6	5	2387
6	6	4711
7	6	4991
7	7	6048
8	6	322
8	7	9016
8	8	6881
9	7	1575
9	8	14000
9	9	7028
10	8	4361
10	9	19110
10	10	6853
11	9	9135
11	10	23674
11	11	6363
12	10	16100
12	11	27125
12	9	161
12	12	5439
13	11	25123
13	12	28728
13	10	959
13	13	4165
14	12	34993
14	11	3171
14	13	27657
14	14	2891
15	12	7392
15	13	43491
15	14	23716
15	15	1764
16	13	13629
16	14	48454
16	15	18137
16	16	917
17	14	21238
17	15	48237
17	16	12425
17	13	70
17	17	392
18	15	28721
18	16	42665
18	17	7518
18	14	385
18	18	147
19	16	34076
19	17	33614
19	15	1197
19	18	3913
19	19	42
20	17	35651
20	18	23723
20	16	2625
20	19	1722
20	20	7
21	18	32858
21	19	14931
21	17	4473
21	20	623
22	19	26775
22	18	6195
22	20	8309
22	21	168
23	20	19299
23	19	7182
23	21	4067
23	22	28
24	20	7042
24	21	12278
24	22	1694
25	21	5887
25	22	6874
25	23	574
26	22	4172
26	23	3374
26	24	147
27	23	2492
27	24	1428
27	25	21
28	24	1225
28	25	504
29	25	483
29	26	140
30	26	140
30	27	28
31	27	28
--- end of histogram ---
realDistance	heuristic	count
0	0	56
1	1	224
2	2	224
2	1	308
3	2	1064
3	1	161
4	3	294
4	2	2191
4	1	21
5	3	1260
5	2	3045
5	4	70
6	4	518
6	3	2870
6	2	3710
7	4	1729
7	3	5446
7	2	3780
7	5	84
8	5	560
8	4	3864
8	3	8841
8	2	2940
8	6	14
9	5	1750
9	4	7098
9	3	11774
9	2	1841
9	6	140
10	5	3920
10	4	11368
10	3	13496
10	2	896
10	6	630
10	7	14
11	5	7287
11	3	13573
11	4	16128
11	6	1799
11	2	259
11	7	126
12	5	11648
12	3	11872
12	4	20860
12	6	3899
12	2	28
12	7	518
13	5	16891
13	3	9212
13	4	24465
13	6	7000
13	7	1407
14	5	22918
14	4	25578
14	3	6461
14	6	10773
14	7	2982
15	5	28413
15	4	24038
15	6	14756
15	7	5187
15	3	3969
16	5	32137
16	4	20608
16	6	18725
16	7	7672
16	3	1995
17	5	33257
17	4	16009
17	6	22253
17	7	10094
17	3	749
18	5	31332
18	4	11088
18	6	24724
18	7	12131
18	3	161
19	5	26712
19	6	25830
19	7	13489
19	4	6804
19	3	7
20	5	20713
20	6	25221
20	7	14126
20	4	3668
21	5	14539
21	6	22645
21	7	13965
21	4	1736
22	5	9240
22	7	12943
22	6	18550
22	4	714
23	5	5320
23	7	11207
23	6	13804
23	4	245
24	7	8946
24	5	2751
24	6	9247
24	4	70
25	5	1309
25	7	6475
25	6	5537
25	4	14
26	7	4193
26	5	567
26	6	2933
27	7	2394
27	5	210
27	6	1337
28	5	70
28	7	1155
28	6	504
29	7	462
29	5	14
29	6	147
30	7	140
30	6	28
31	7	28
--- end of histogram ---
