realDistance	heuristic	count
0	0	8
1	1	40
2	2	118
3	3	312
4	3	40
4	4	709
5	4	240
5	5	1314
6	5	794
6	6	2109
7	6	1986
7	7	3061
8	6	62
8	7	4170
8	8	3993
9	7	418
9	8	7526
9	9	4710
10	8	1525
10	9	11858
10	10	5156
11	9	3991
11	10	16639
11	11	5428
12	10	8351
12	11	21110
12	12	5585
12	9	28
13	11	14677
13	12	24660
13	13	5663
13	10	194
14	12	22479
14	13	27000
14	11	721
14	14	5644
15	13	30680
15	14	28085
15	12	1902
15	15	5464
16	14	37947
16	13	3935
16	15	27936
16	16	5078
17	15	43146
17	14	6776
17	16	26608
17	13	2
17	17	4504
18	16	45525
18	15	10110
18	17	24208
18	14	14
18	18	3799
19	16	13377
19	17	44840
19	18	20917
19	15	56
19	19	3037
20	17	15942
20	18	41408
20	19	17079
20	16	156
20	20	2292
21	18	17302
21	19	35902
21	20	13127
21	17	330
21	21	1623
22	19	17220
22	20	29166
22	21	9455
22	18	558
22	22	1068
23	20	15785
23	21	22111
23	19	786
23	22	6335
23	23	646
24	21	13336
24	22	15582
24	20	950
24	23	3908
24	24	355
25	22	10356
25	23	10164
25	21	1007
25	24	2195
25	25	173
26	23	7360
26	22	947
26	24	6098
26	25	1109
26	26	73
27	23	794
27	24	4756
27	25	3333
27	26	495
27	27	26
28	24	592
28	25	2770
28	26	1635
28	27	190
28	28	7
29	25	391
29	26	1438
29	27	707
29	28	61
29	29	1
30	26	227
30	27	658
30	28	263
30	29	15
31	27	115
31	28	259
31	29	81
31	30	2
32	28	50
32	29	85
32	30	19
33	29	18
33	30	22
33	31	3
34	30	5
34	31	4
35	31	1
--- end of histogram ---
realDistance	heuristic	count
0	0	8
1	1	40
2	2	40
2	1	78
3	2	240
3	1	72
4	3	52
4	2	666
4	1	31
5	3	318
5	2	1217
5	4	12
5	1	7
6	3	1008
6	4	110
6	2	1784
6	1	1
7	3	2330
7	4	480
7	2	2223
7	5	14
8	3	4475
8	4	1406
8	5	120
8	2	2222
8	6	2
9	3	7196
9	4	3229
9	5	500
9	2	1705
9	6	24
10	3	9709
10	4	6236
10	5	1452
10	2	1006
10	6	134
10	7	2
11	3	11320
11	4	10401
11	5	3369
11	2	460
11	6	486
11	7	22
12	3	11627
12	4	15272
12	5	6559
12	2	166
12	6	1338
12	7	112
13	3	10623
13	4	20107
13	5	11020
13	6	3023
13	7	374
13	2	47
14	3	8642
14	5	16458
14	4	23963
14	6	5808
14	7	964
14	2	9
15	3	6245
15	5	22256
15	4	25863
15	6	9706
15	7	2060
15	2	1
16	3	4007
16	5	27500
16	4	25227
16	6	14403
16	7	3759
17	3	2281
17	5	31232
17	4	22261
17	6	19260
17	7	6002
18	5	32695
18	4	17820
18	3	1151
18	6	23413
18	7	8577
19	5	31608
19	4	12940
19	3	507
19	6	26063
19	7	11109
20	5	28297
20	4	8524
20	6	26719
20	7	13147
20	3	190
21	5	23512
21	4	5115
21	6	25285
21	7	14314
21	3	58
22	5	18151
22	4	2805
22	6	22117
22	7	14382
22	3	12
23	5	13022
23	6	17897
23	7	13345
23	4	1398
23	3	1
24	5	8687
24	6	13375
24	7	11441
24	4	628
25	5	5395
25	6	9205
25	7	9042
25	4	253
26	5	3111
26	7	6570
26	6	5817
26	4	89
27	5	1651
27	7	4373
27	6	3354
27	4	26
28	7	2647
28	6	1749
28	5	792
28	4	6
29	7	1446
29	5	333
29	6	818
29	4	1
30	5	119
30	7	707
30	6	337
31	7	303
31	6	119
31	5	35
32	7	111
32	5	8
32	6	35
33	7	34
33	5	1
33	6	8
34	7	8
34	6	1
35	7	1
--- end of histogram ---
