realDistance	heuristic	count
0	0	640
1	1	8320
2	2	55680
3	6	3840
3	3	250240
3	21	1280
3	70	640
3	7	3200
3	18	2560
3	8	3200
3	13	1280
3	4	640
3	2	1280
4	82	586
4	113	293
4	26	3223
4	60	586
4	7	19338
4	20	2341
4	50	586
4	4	780432
4	8	29886
4	22	14645
4	76	1758
4	71	4688
4	42	2342
4	19	24581
4	3	21057
4	9	28760
4	14	14351
4	27	3516
4	32	1758
4	16	586
4	10	4384
4	6	2343
4	101	586
4	15	5266
4	5	9394
4	17	585
4	11	1170
4	2	1168
4	30	584
4	43	876
4	48	876
4	34	876
4	18	584
--- end of histogram ---
realDistance	heuristic	count
0	0	640
1	1	8320
2	1	42240
2	2	13440
3	2	128640
3	1	108800
3	3	30720
4	3	295427
4	2	523146
4	1	144388
4	4	21044
--- end of histogram ---
