realDistance	heuristic	count
0	0	131072
1	1	262144
2	5	32768
2	1	65536
2	2	163840
3	1	65536
3	2	65536
3	6	32768
3	3	32768
4	2	131072
4	1	16384
5	6	16384
5	3	98304
5	2	49152
5	1	16384
6	3	65536
6	2	81920
6	7	16384
6	4	32768
7	3	114688
7	2	81920
7	4	49152
8	1	32768
8	4	81920
8	2	16384
8	3	114688
8	5	16384
9	2	98304
9	3	65536
9	5	49152
9	4	81920
10	6	32768
10	4	81920
10	3	114688
10	5	65536
11	7	16384
11	5	32768
11	4	49152
11	6	16384
--- end of histogram ---
realDistance	heuristic	count
0	0	131072
1	1	262144
2	2	196608
2	1	65536
3	1	131072
3	3	65536
4	2	98304
4	1	49152
5	3	49152
5	2	114688
5	1	16384
6	3	114688
6	2	81920
7	3	98304
7	2	114688
7	4	32768
8	1	32768
8	3	131072
8	2	49152
8	4	49152
9	2	81920
9	3	131072
9	4	49152
9	1	32768
10	3	131072
10	4	98304
10	2	65536
11	3	65536
11	4	49152
--- end of histogram ---
