realDistance	heuristic	count
0	0	11264
1	1	40960
2	6	14464
2	12	32768
2	2	72432
2	3	4096
3	21	2304
3	12	4096
3	19	15840
3	7	16992
3	10	52560
3	8	1152
3	3	76544
3	31	6912
3	16	126720
3	13	1152
4	21	1152
4	31	4496
4	25	67856
4	20	4496
4	22	268160
4	11	18464
4	16	67712
4	14	46400
4	4	55188
4	8	7920
4	9	128
4	28	4496
4	37	5376
4	30	28656
4	32	768
4	38	26976
4	56	16128
5	37	11680
5	32	1520
5	22	8048
5	29	280968
5	21	560
5	15	71456
5	23	5504
5	24	73516
5	31	43280
5	26	135984
5	16	4496
5	12	3296
5	18	960
5	20	44380
5	41	8464
5	19	1344
5	5	27792
5	30	220752
5	17	9088
5	38	2048
5	47	16928
5	50	26976
5	34	960
5	63	58848
5	57	6144
5	39	11824
5	44	15568
5	45	31536
5	49	50784
6	34	16580
6	46	7470
6	42	8092
6	33	844
6	30	3206
6	40	62488
6	38	196
6	16	2774
6	21	12729
6	32	58475
6	20	125
6	35	103288
6	64	25355
6	25	5113
6	19	8324
6	24	1334
6	47	380
6	54	2517
6	28	8334
6	74	11820
6	6	3945
6	15	1302
6	27	2592
6	17	54
6	48	2012
6	39	64
6	41	3132
6	53	7272
6	51	324
6	45	824
6	43	944
6	69	4781
6	59	18360
6	58	1284
6	50	1352
6	63	1970
6	70	2412
6	75	4824
6	82	48
6	55	1970
--- end of histogram ---
realDistance	heuristic	count
0	0	11264
1	1	40960
2	2	52480
2	1	71280
3	3	31456
3	2	196400
3	1	76416
4	4	5648
4	2	464448
4	3	99088
4	1	55188
5	3	305208
5	4	21264
5	2	820440
5	1	27792
6	4	10609
6	3	117823
6	2	266533
6	1	3945
--- end of histogram ---
