realDistance	heuristic	count
0	0	1058
1	4	44
1	1	1936
2	5	44
2	2	3740
2	6	44
3	3	2772
3	7	22
4	8	1848
4	4	924
4	7	22
5	13	2079
5	9	12012
5	10	36960
6	10	36960
6	9	9240
6	11	36960
6	13	231
7	5	9240
7	11	36960
7	15	18480
7	14	9240
8	10	9240
8	6	9240
8	17	351120
8	16	351120
8	19	9240
8	15	92400
9	19	10780
9	15	92400
9	17	351120
9	16	351120
10	19	1540
10	12	58520
10	7	58520
10	8	58520
11	21	81745
11	20	32702
11	25	37615
--- end of histogram ---
realDistance	heuristic	count
0	0	1058
1	1	1980
2	2	1980
2	1	1848
3	2	2794
4	3	946
4	2	1848
5	3	50820
5	2	231
6	3	83391
7	2	9240
7	3	64680
8	2	18480
8	3	803880
9	3	803880
9	2	1540
10	3	1540
10	2	175560
11	3	147127
11	2	4935
--- end of histogram ---
