realDistance	heuristic	count
0	0	196
1	1	724
2	6	676
2	7	1344
2	2	668
2	3	664
2	12	48
2	13	144
2	20	143
2	21	568
3	2	1000
3	3	612
3	4	1216
3	11	1240
3	12	3696
3	14	144
3	5	604
3	15	1232
3	16	2448
3	8	668
3	13	1224
3	22	846
4	7	3016
4	8	4912
4	13	2576
4	14	408
4	11	624
4	12	1840
4	3	1840
4	4	2384
4	5	1656
4	16	2456
4	17	7232
4	6	1644
4	20	2828
4	21	8392
4	22	4304
4	15	272
4	24	3392
4	25	8992
4	26	3920
4	10	4
4	18	3648
4	9	1224
4	28	1128
4	29	2240
4	19	1112
4	23	1536
5	3	160
5	13	2069
5	20	518
5	21	1858
5	15	164
5	17	2690
5	22	2486
5	14	1153
5	16	1183
5	4	242
5	5	562
5	6	554
5	7	468
5	25	1465
5	26	2080
5	12	658
5	29	1036
5	30	2402
5	31	1816
5	8	476
5	33	1138
5	34	2857
5	18	1502
5	35	1543
5	9	889
5	23	1694
5	24	1158
5	10	490
5	27	942
5	37	901
5	38	2186
5	32	626
5	39	386
5	19	182
5	11	163
5	41	385
5	42	769
5	36	128
5	28	250
--- end of histogram ---
realDistance	heuristic	count
0	0	196
1	1	724
2	2	4255
3	1	1000
3	3	12272
3	2	1658
4	2	27192
4	4	41508
4	3	4880
5	1	160
5	3	19983
5	2	1052
5	5	17674
5	4	3360
--- end of histogram ---
