realDistance	heuristic	count
0	0	32
1	1	64
2	1	48
2	5	24
2	2	16
3	1	40
4	2	128
4	1	12
5	6	76
5	2	84
5	3	40
5	11	8
5	1	4
6	2	80
6	3	32
6	6	8
7	3	164
7	2	56
7	4	4
8	7	88
8	12	32
8	3	108
8	4	32
8	2	12
8	1	8
9	3	80
9	4	44
9	7	40
9	12	8
9	2	32
9	5	12
10	4	80
10	3	56
10	7	16
10	6	12
10	5	4
11	8	24
11	13	24
11	3	12
11	4	64
12	4	52
12	5	8
12	8	32
12	13	24
13	8	28
13	13	4
13	4	16
13	5	16
14	4	4
14	5	16
15	5	16
15	14	16
16	9	12
16	14	4
--- end of histogram ---
realDistance	heuristic	count
0	0	32
1	1	64
2	1	48
2	2	40
3	1	40
4	2	128
4	1	12
5	3	124
5	1	16
5	2	72
6	1	24
6	2	56
6	3	40
7	2	88
7	3	116
7	1	20
8	3	104
8	2	64
8	4	96
8	1	16
9	2	88
9	3	72
9	1	4
9	4	52
10	3	120
10	1	8
10	2	20
10	4	20
11	4	48
11	1	4
11	3	48
11	2	24
12	2	20
12	4	48
12	3	48
13	3	16
13	2	8
13	4	40
14	2	4
14	3	16
15	3	16
15	4	16
16	4	16
--- end of histogram ---
