realDistance	heuristic	count
0	0	32
1	1	104
2	5	40
2	1	40
2	2	92
3	2	40
3	1	48
3	6	40
3	9	8
3	3	24
4	2	150
4	1	28
4	10	8
4	4	4
5	6	72
5	3	128
5	2	156
5	11	8
5	1	9
6	7	76
6	3	181
6	2	105
6	6	72
6	10	4
6	4	27
6	12	8
6	11	12
6	15	4
6	1	4
7	3	172
7	10	18
7	2	103
7	7	76
7	4	64
7	11	4
7	15	4
7	12	12
7	16	4
7	5	1
7	20	2
7	8	4
7	6	16
7	1	1
8	7	48
8	12	12
8	4	87
8	3	272
8	2	72
8	11	18
8	5	11
8	16	4
8	8	4
8	21	2
8	10	2
8	6	5
9	8	32
9	13	12
9	12	49
9	3	265
9	4	215
9	7	106
9	19	6
9	5	13
9	2	45
9	11	2
9	6	1
9	1	4
10	4	255
10	3	204
10	13	51
10	7	120
10	12	46
10	11	8
10	16	14
10	8	110
10	5	46
10	20	6
10	19	2
10	23	2
10	21	2
10	28	2
10	2	26
10	6	2
10	1	8
11	4	266
11	11	25
11	3	163
11	8	127
11	13	50
11	12	21
11	17	14
11	9	9
11	5	84
11	16	12
11	20	2
11	24	2
11	14	2
11	22	2
11	6	8
11	21	6
11	29	2
11	7	67
11	2	41
11	1	2
12	13	35
12	20	6
12	5	118
12	4	322
12	12	31
12	3	138
12	8	107
12	6	45
12	17	12
12	9	9
12	22	6
12	7	50
12	16	2
12	14	4
12	11	8
12	21	2
12	2	16
13	14	22
13	21	6
13	8	132
13	13	79
13	20	19
13	5	210
13	4	270
13	9	40
13	3	72
13	17	2
13	11	1
13	6	24
13	12	8
13	22	2
13	7	32
13	16	4
13	10	5
13	2	4
14	17	21
14	9	91
14	14	75
14	21	19
14	5	200
14	4	199
14	8	85
14	13	60
14	6	37
14	12	7
14	24	5
14	20	6
14	22	5
14	29	6
14	3	38
14	11	6
14	7	18
14	2	2
14	10	2
15	18	17
15	5	187
15	4	140
15	9	77
15	14	66
15	12	15
15	13	50
15	10	7
15	25	5
15	21	6
15	17	12
15	15	2
15	23	5
15	30	6
15	22	5
15	6	43
15	8	81
15	24	1
15	3	17
15	20	4
15	29	2
15	7	23
15	11	2
16	6	49
16	5	173
16	14	58
16	21	10
16	13	37
16	18	12
16	23	5
16	15	6
16	9	88
16	25	1
16	4	76
16	17	3
16	8	73
16	20	1
16	22	7
16	7	18
16	30	2
16	24	2
16	12	10
16	11	2
16	10	3
16	16	2
17	15	14
17	22	6
17	6	70
17	9	86
17	14	55
17	21	16
17	10	12
17	5	133
17	18	3
17	4	23
17	23	7
17	8	26
17	13	13
17	12	1
17	17	14
17	25	2
17	7	4
17	11	3
18	10	28
18	15	31
18	22	15
18	18	17
18	25	3
18	23	3
18	30	4
18	5	89
18	6	78
18	9	38
18	14	36
18	4	7
18	21	12
18	7	3
18	13	1
18	12	7
18	8	1
19	19	5
19	26	3
19	24	3
19	31	4
19	6	72
19	10	22
19	15	35
19	5	46
19	22	12
19	7	6
19	14	42
19	21	11
19	9	28
19	25	1
19	13	7
19	23	1
19	30	5
19	4	1
19	18	4
20	15	46
20	22	11
20	6	46
20	7	6
20	10	30
20	16	2
20	26	1
20	14	25
20	24	1
20	31	5
20	9	21
20	21	2
20	5	15
20	18	1
20	25	5
20	23	8
20	19	4
20	13	4
21	10	25
21	15	24
21	22	4
21	6	28
21	11	2
21	19	1
21	26	5
21	24	8
21	7	7
21	18	11
21	5	4
21	9	6
21	14	7
21	16	4
22	19	11
22	6	19
22	7	14
22	16	1
22	23	2
22	5	1
22	15	10
22	22	8
22	10	6
22	13	3
22	11	4
23	7	15
23	6	7
23	16	7
23	23	8
23	15	11
23	22	7
23	10	3
23	31	3
23	14	3
24	16	11
24	23	7
24	7	6
24	11	3
24	32	3
24	10	3
24	15	5
24	22	1
24	26	3
24	24	3
25	11	3
25	16	5
25	23	1
25	27	3
25	25	3
25	19	3
26	20	3
--- end of histogram ---
realDistance	heuristic	count
0	0	32
1	1	104
2	2	132
2	1	40
3	1	80
3	3	60
3	2	20
4	2	110
4	1	68
4	3	12
5	3	118
5	2	206
5	1	49
6	3	261
6	1	61
6	2	164
6	4	7
7	2	155
7	1	76
7	3	234
7	4	16
8	3	228
8	2	230
8	1	65
8	4	14
9	3	381
9	1	56
9	2	248
9	4	65
10	1	57
10	3	450
10	2	216
10	4	181
11	2	234
11	1	47
11	3	395
11	4	228
11	5	1
12	3	466
12	2	200
12	1	41
12	4	198
12	5	6
13	3	456
13	2	162
13	4	274
13	1	35
13	5	5
14	3	371
14	2	147
14	4	340
14	1	22
14	5	2
15	3	314
15	2	122
15	4	318
15	1	12
15	5	7
16	3	265
16	2	77
16	4	277
16	1	11
16	5	8
17	4	236
17	3	183
17	1	10
17	2	56
17	5	3
18	4	185
18	1	5
18	3	134
18	2	49
19	4	157
19	2	33
19	1	1
19	3	117
20	3	75
20	2	17
20	4	141
21	3	39
21	2	10
21	4	87
22	3	30
22	2	5
22	4	44
23	3	21
23	2	1
23	4	42
24	4	39
24	3	6
25	4	18
26	4	3
--- end of histogram ---
