realDistance	heuristic	count
0	0	64
1	1	464
2	2	2152
3	3	8116
4	3	624
4	4	26190
5	4	4912
5	5	75390
6	5	23712
6	6	197949
7	6	91664
7	7	482815
8	6	1778
8	7	234606
8	8	877971
--- end of histogram ---
realDistance	heuristic	count
0	0	64
1	1	464
2	2	624
2	1	1528
3	2	5056
3	1	3060
4	3	1280
4	2	21388
4	1	4146
5	3	10396
5	2	65664
5	4	288
5	1	3954
6	4	3420
6	3	49824
6	2	165754
6	1	2663
7	4	21148
7	3	187015
7	2	364373
7	5	708
7	1	1235
8	5	5835
8	4	73713
8	3	465928
8	2	568545
8	1	275
8	6	59
--- end of histogram ---
