realDistance	heuristic	count
0	0	36864
1	1	38400
2	12	23040
2	2	23040
2	6	7680
2	3	7680
3	12	7680
3	19	11520
3	16	34560
3	3	8640
3	7	11520
3	10	2560
4	25	18240
4	30	8640
4	22	25920
4	4	1920
4	14	8480
4	8	5760
4	45	2560
4	64	1280
4	31	1280
5	22	6400
5	29	35360
5	45	5120
5	30	7680
5	5	192
5	15	8640
5	46	1280
5	55	1600
5	71	2240
5	32	1840
5	31	2400
5	52	2240
5	65	640
5	20	960
5	38	640
5	49	1600
6	40	16320
6	35	19600
6	64	960
6	24	2880
6	15	2880
6	61	3200
6	46	640
6	56	2400
6	72	1120
6	49	640
6	58	400
6	53	1120
6	83	1600
6	71	960
6	78	800
6	43	480
6	63	960
6	77	400
6	39	320
6	28	160
6	82	960
6	55	400
6	50	800
6	42	2720
6	23	320
6	59	640
6	60	640
6	41	320
7	32	2880
7	39	4560
7	44	12960
7	55	2400
7	43	5040
7	25	3840
7	62	2080
7	58	1680
7	70	3840
7	94	800
7	50	320
7	57	800
7	46	640
7	56	800
7	72	1760
7	42	480
7	84	800
7	79	400
7	67	960
7	64	480
7	92	1920
7	93	320
7	89	480
7	53	800
7	86	480
7	83	480
7	41	480
7	78	320
7	65	1920
7	34	800
7	75	960
7	74	960
7	60	320
7	61	320
7	91	320
7	115	320
7	120	320
7	97	640
7	133	960
7	136	320
7	141	320
7	103	320
7	163	640
7	98	320
7	138	320
7	104	320
7	151	640
8	57	5200
8	50	8160
8	36	960
8	24	960
8	45	240
8	81	1920
8	59	800
8	71	2160
8	95	400
8	67	800
8	76	2800
8	47	320
8	73	640
8	108	1600
8	88	960
8	103	960
8	68	240
8	94	480
8	53	240
8	98	240
8	93	960
8	90	240
8	48	1040
8	83	960
8	82	160
8	54	400
8	80	240
8	79	160
8	66	960
8	63	400
8	105	960
8	104	160
8	35	400
8	75	960
8	134	640
8	107	640
8	154	320
8	116	640
8	97	320
8	92	160
8	155	640
8	193	320
8	117	640
8	119	320
8	124	320
8	137	1920
8	74	320
8	143	640
8	148	1920
8	118	320
8	139	320
8	120	320
8	72	480
8	170	960
8	133	640
