realDistance	heuristic	count
0	0	384
1	1	768
2	2	1370
2	27	40
2	18	106
2	38	3
2	11	104
2	26	2
2	17	8
2	10	12
2	5	8
2	6	35
3	3	1648
3	4	190
3	103	36
3	28	468
3	109	12
3	84	40
3	53	60
3	27	38
3	7	18
3	39	29
3	18	90
3	67	44
3	19	635
3	68	16
3	35	140
3	11	88
3	12	200
3	37	4
3	21	102
3	20	33
3	83	8
3	29	2
3	23	2
3	52	34
3	13	30
3	48	8
3	16	5
3	44	5
3	34	14
3	10	10
3	6	14
3	8	17
4	4	2678
4	40	101
4	5	718
4	229	48
4	29	380
4	198	44
4	8	292
4	53	96
4	104	249
4	110	200
4	13	140
4	6	34
4	3	112
4	109	24
4	68	198
4	99	4
4	148	13
4	20	361
4	120	15
4	69	160
4	57	11
4	173	60
4	85	240
4	83	20
4	45	32
4	21	84
4	141	39
4	149	4
4	121	3
4	7	16
4	157	11
4	56	2
4	84	140
4	70	27
4	100	40
4	54	29
4	30	10
4	24	10
4	72	4
4	73	3
4	37	8
4	27	4
4	125	16
4	36	55
4	23	16
4	103	18
4	67	24
4	52	24
4	39	22
4	49	44
4	48	24
4	77	6
4	22	61
4	86	5
4	58	40
4	38	9
4	14	69
4	94	4
4	17	5
4	26	1
4	28	31
4	19	58
4	35	11
4	12	36
4	11	11
4	105	4
4	78	3
4	50	18
4	41	10
4	15	4
4	9	11
4	31	9
4	16	9
5	5	2757
5	405	16
5	30	1616
5	319	39
5	41	371
5	9	373
5	105	124
5	86	87
5	111	76
5	230	80
5	199	180
5	54	88
5	29	233
5	40	25
5	55	379
5	14	126
5	28	120
5	7	145
5	157	29
5	8	14
5	18	36
5	23	109
5	24	112
5	20	346
5	36	96
5	21	730
5	19	251
5	6	1302
5	69	40
5	11	12
5	16	47
5	17	19
5	26	9
5	13	169
5	22	416
5	4	364
5	37	283
5	294	12
5	217	26
5	233	25
5	57	10
5	25	218
5	110	4
5	84	4
5	85	20
5	73	16
5	74	12
5	58	4
5	70	53
5	71	16
5	31	70
5	174	60
5	142	120
5	158	100
5	46	100
5	38	85
5	42	8
5	149	2
5	10	30
5	34	21
5	103	22
5	39	26
5	198	40
5	141	49
5	3	48
5	94	12
5	121	7
5	78	9
5	112	4
5	15	197
5	12	134
5	120	15
5	27	5
5	77	12
5	48	12
5	52	4
5	144	10
5	32	6
5	153	6
5	59	4
5	51	4
5	104	44
5	113	20
5	45	6
5	87	4
5	49	4
5	101	4
5	150	15
5	122	25
5	148	2
5	68	4
5	50	2
5	88	10
5	106	10
5	79	10
6	6	3526
6	42	431
6	7	2267
6	231	87
6	175	39
6	55	137
6	10	903
6	105	73
6	111	164
6	106	435
6	87	199
6	5	837
6	15	231
6	41	42
6	8	430
6	24	33
6	25	129
6	101	60
6	73	30
6	74	65
6	69	164
6	70	197
6	54	87
6	4	42
6	30	177
6	85	96
6	9	96
6	14	91
6	37	54
6	59	65
6	40	33
6	21	190
6	50	42
6	200	125
6	112	555
6	71	255
6	58	45
6	31	653
6	47	167
6	23	438
6	38	94
6	159	50
6	22	308
6	143	29
6	151	28
6	123	33
6	35	12
6	11	195
6	26	88
6	102	180
6	86	208
6	72	207
6	16	113
6	56	85
6	32	177
6	233	35
6	75	37
6	57	11
6	144	26
6	63	17
6	51	48
6	43	6
6	60	18
6	53	22
6	107	8
6	3	208
6	46	21
6	110	36
6	84	36
6	68	16
6	20	16
6	153	22
6	27	18
6	39	36
6	12	12
6	13	24
6	28	34
6	149	4
6	121	8
6	49	54
6	80	4
6	89	9
6	19	28
6	52	25
6	61	37
6	62	5
6	64	8
6	81	12
6	319	13
6	217	10
6	67	10
6	17	39
6	18	8
6	150	1
6	122	2
6	114	1
6	44	6
6	29	10
6	88	1
6	48	1
7	7	2552
7	56	344
7	43	650
7	8	1957
7	11	557
7	107	156
7	113	132
7	32	1503
7	9	543
7	6	972
7	16	336
7	30	627
7	55	139
7	31	649
7	42	127
7	57	619
7	200	115
7	159	142
7	123	55
7	143	67
7	5	202
7	34	9
7	22	1191
7	26	206
7	20	227
7	36	114
7	23	482
7	39	146
7	38	262
7	25	411
7	21	469
7	37	120
7	41	61
7	35	10
7	15	329
7	13	178
7	10	80
7	59	12
7	24	1075
7	27	359
7	33	373
7	72	83
7	73	62
7	103	12
7	71	24
7	69	4
7	54	10
7	231	9
7	175	9
7	44	40
7	40	322
7	12	112
7	151	8
7	121	16
7	114	47
7	87	12
7	105	55
7	80	24
7	89	59
7	17	133
7	122	36
7	88	50
7	19	92
7	14	96
7	47	53
7	4	136
7	29	10
7	28	13
7	46	5
7	149	8
7	150	15
7	106	12
7	78	12
7	79	26
7	18	181
7	68	3
7	70	9
7	50	16
7	61	8
7	75	6
7	76	6
7	45	4
7	48	39
7	49	6
7	51	14
7	53	4
7	58	3
7	112	4
7	102	4
7	158	20
7	3	8
7	104	20
7	120	2
7	77	4
8	8	2873
8	57	76
8	9	2267
8	12	927
8	106	45
8	87	109
8	107	108
8	113	316
8	112	161
8	5	502
8	7	1510
8	17	295
8	10	929
8	6	411
8	32	250
8	23	254
8	24	297
8	31	49
8	86	105
8	68	12
8	53	56
8	71	309
8	56	140
8	103	180
8	72	476
8	73	309
8	11	442
8	75	60
8	76	38
8	39	62
8	40	27
8	29	32
8	33	148
8	4	68
8	45	36
8	34	32
8	13	289
8	22	73
8	102	56
8	70	101
8	18	94
8	74	18
8	59	26
8	88	36
8	26	108
8	15	68
8	16	205
8	25	72
8	42	54
8	41	45
8	30	15
8	62	143
8	65	20
8	52	101
8	43	82
8	50	51
8	44	119
8	64	20
8	69	54
8	54	60
8	14	43
8	27	36
8	55	28
8	51	13
8	20	4
