realDistance	heuristic	count
0	0	24576
1	1	92928
2	12	76032
2	6	49408
2	2	192896
2	3	8448
3	12	8448
3	19	37760
3	21	8192
3	7	45440
3	3	250608
3	16	339840
3	10	189440
3	13	4096
3	8	4096
3	31	28672
4	25	41777
4	20	4572
4	21	706
4	31	4572
4	22	251413
4	4	77486
4	16	118416
4	14	15022
4	11	25485
4	37	448
4	8	4152
4	9	142
4	30	23342
4	28	4552
4	32	987
4	38	31836
4	56	1568
--- end of histogram ---
realDistance	heuristic	count
0	0	24576
1	1	92928
2	2	137984
2	1	188800
3	3	91264
3	2	575488
3	1	249840
4	2	446472
4	3	77240
4	4	5278
4	1	77486
--- end of histogram ---
