realDistance	heuristic	count
0	0	392
1	1	980
2	2	1862
3	3	3332
4	3	980
4	4	4557
5	4	2548
5	5	5586
6	5	4655
6	6	6958
7	6	8183
7	7	8036
8	6	1078
8	7	12348
8	8	8477
9	7	3381
9	8	15827
9	9	8771
10	8	6664
10	9	20139
10	10	9359
11	9	11564
11	10	25039
11	11	8918
12	10	18571
12	11	28910
12	9	588
12	12	7546
13	10	2597
13	11	27048
13	12	30282
13	13	5684
14	11	6272
14	12	35084
14	13	28273
14	14	3871
15	12	11172
15	13	40964
15	14	23961
15	15	2303
16	13	17199
16	14	43169
16	15	18767
16	16	1127
17	13	392
17	14	22981
17	15	41160
17	16	13279
17	17	392
18	14	1274
18	15	27342
18	16	35721
18	17	8232
18	18	49
19	15	2940
19	16	29155
19	17	28371
19	18	4361
20	16	4802
20	17	27881
20	18	20384
20	19	1764
21	17	6272
21	18	24353
21	19	13132
21	20	490
22	18	6909
22	19	19502
22	20	7399
22	21	98
23	19	6762
23	20	14014
23	21	3479
24	20	5929
24	21	8918
24	22	1323
25	21	4753
25	22	4802
25	23	294
26	22	3283
26	23	2156
27	23	1862
27	24	784
28	24	784
28	25	196
29	25	196
--- end of histogram ---
realDistance	heuristic	count
0	0	392
1	1	980
2	2	980
2	1	882
3	2	2940
3	1	392
4	3	1372
4	2	4116
4	1	49
5	3	3283
5	4	392
5	2	4459
6	4	1911
6	3	5635
6	2	4067
7	4	4214
7	5	539
7	3	8526
7	2	2940
8	5	2205
8	4	6909
8	3	10927
8	2	1715
8	6	147
9	5	4557
9	4	10486
9	3	11221
9	2	686
9	6	1029
10	5	8134
10	4	14798
10	3	9702
10	6	3185
10	7	147
10	2	196
11	5	12544
11	6	6370
11	4	18571
11	3	7105
11	7	882
11	2	49
12	5	18081
12	6	10339
12	4	20237
12	3	4459
12	7	2499
13	5	23961
13	6	14896
13	7	5047
13	4	19355
13	3	2352
14	5	28567
14	6	19649
14	7	8183
14	4	16170
14	3	931
15	6	24892
15	5	30527
15	7	11074
15	4	11711
15	3	196
16	6	29792
16	7	13867
16	5	29302
16	4	7301
17	7	16317
17	6	32830
17	5	25186
17	4	3871
18	7	18032
18	6	33614
18	5	19159
18	4	1813
19	7	19110
19	6	31850
19	5	13132
19	4	735
20	7	18914
20	6	27734
20	5	7938
20	4	245
21	7	17738
21	6	22295
21	5	4165
21	4	49
22	7	15631
22	6	16317
22	5	1960
23	7	12740
23	6	10780
23	5	735
24	7	9506
24	6	6419
24	5	245
25	7	6468
25	6	3332
25	5	49
26	7	3920
26	6	1519
27	7	2058
27	6	588
28	7	833
28	6	147
29	7	196
--- end of histogram ---
