realDistance	heuristic	count
0	0	658
1	1	658
2	2	2382
3	13	121
3	30	26
3	3	4428
3	21	461
3	70	777
3	55	79
3	42	30
3	41	4
3	20	8
3	7	13
3	31	3
4	14	633
4	31	149
4	3	1474
4	4	6158
4	7	32
4	22	1861
4	71	4632
4	56	408
4	43	174
4	30	4
4	42	30
4	21	52
4	8	58
4	32	6
5	72	13660
5	4	6680
5	23	5359
5	71	1200
5	14	330
5	88	1003
5	15	2017
5	32	432
5	8	80
5	9	209
5	22	564
5	26	8
5	42	394
5	56	28
5	24	84
5	5	6881
5	31	22
5	57	1023
5	52	16
5	39	310
5	44	470
5	66	4
5	81	20
5	36	4
5	47	20
5	73	2
5	43	104
5	80	2
5	19	3
5	136	59
5	59	2
5	87	56
5	93	1
5	108	3
5	121	1
6	72	5788
6	15	1154
6	73	30240
6	22	376
6	5	18464
6	136	1090
6	71	710
6	89	6968
6	16	4238
6	33	847
6	24	13270
6	44	178
6	4	40
6	23	1956
6	10	565
6	27	40
6	43	1882
6	57	144
6	2035	12
6	1603	8
6	2121	18
6	25	240
6	6	5744
6	9	128
6	32	46
6	58	2058
6	53	80
6	2392	204
6	40	1644
6	45	948
6	67	20
6	2208	6
6	82	100
6	2301	18
6	37	20
6	1678	4
6	48	100
6	1791	6
6	1871	12
6	1952	6
6	74	12
6	121	30
6	41	6
6	52	2
6	60	6
6	51	55
6	81	4
6	20	6
6	1333	3
6	1264	2
6	59	2
6	728	1
6	836	1
6	137	118
6	1629	38
6	88	112
6	1404	2
6	1477	1
6	1552	2
6	94	2
6	948	1
6	109	6
6	1008	1
6	1069	1
6	1197	2
6	122	2
7	22	32
7	73	24851
7	16	5759
7	74	49944
7	23	1396
7	1629	228
7	137	8744
7	72	4618
7	24	8953
7	6	40332
7	90	28278
7	25	28144
7	153	344
7	15	38
7	45	234
7	5	136
7	136	20
7	11	1265
7	1333	8
7	89	1448
7	28	156
7	44	6843
7	82	14
7	57	32
7	17	6440
7	40	1032
7	2036	48
7	1604	24
7	2122	96
7	26	648
7	34	1288
7	10	152
7	58	506
7	7	3742
7	33	108
7	54	312
7	2393	1224
7	41	6233
7	59	2869
7	46	1396
7	68	78
7	2209	36
7	83	390
7	2302	108
7	1404	8
7	38	78
7	1679	12
7	49	390
7	1792	22
7	1477	4
7	1872	44
7	1552	8
7	1953	22
7	71	4
7	4	4
7	75	37
7	122	174
7	42	30
7	53	10
7	61	12
7	52	514
7	2392	32
7	9	8
7	21	9
7	1334	16
7	1265	8
7	60	4
7	729	4
7	837	4
7	138	177
7	1630	228
7	1405	12
7	1478	6
7	1553	12
7	95	3
7	949	4
7	110	9
7	1009	4
7	1070	4
7	1198	8
7	123	3
8	23	128
8	89	912
8	74	72773
8	17	20190
8	24	4458
8	25	35027
8	6	3724
8	1630	1324
8	138	40411
8	73	25598
8	153	64
8	90	12698
8	7	66883
8	91	72044
8	26	50344
8	154	3456
8	137	900
8	22	38
8	16	250
8	46	260
8	12	2209
8	40	128
8	1334	26
8	58	252
8	29	384
8	45	16056
8	83	84
8	18	7825
8	41	7912
8	2037	198
8	1605	84
8	2036	8
8	2123	513
8	27	1272
8	75	65485
8	35	1614
8	59	1174
8	8	1740
8	11	128
8	34	145
8	2122	8
8	55	768
8	2394	7242
8	42	15303
8	60	3275
8	47	1616
8	69	192
8	2210	211
8	84	960
8	2303	639
8	1405	24
8	39	192
8	1680	42
8	50	960
8	1793	85
8	1478	12
8	1873	170
8	1553	24
8	1954	85
8	72	4
8	71	4
8	1552	4
8	88	92
8	76	75
8	123	549
8	52	98
8	5	4
8	43	75
8	54	25
8	62	25
8	53	2893
8	2393	172
8	10	24
8	122	2
8	1335	36
8	1266	20
8	1265	2
8	61	2
8	730	10
8	838	10
8	139	118
8	1631	494
8	1406	26
8	1479	13
8	1554	26
8	96	2
8	950	10
8	111	6
8	1010	10
8	1071	10
8	1199	20
8	124	2
9	24	432
9	90	19834
9	74	81330
9	138	14426
9	75	165244
9	18	53824
9	25	13680
9	26	104934
9	7	11780
9	137	592
9	1631	8222
9	154	954
9	53	3026
9	91	49808
9	41	3576
9	8	91187
9	92	141757
9	139	119831
9	27	81567
9	155	14340
9	89	2004
9	23	99
9	17	2369
9	47	348
9	6	920
9	44	1264
9	73	1050
9	13	3132
9	1630	32
9	1335	87
9	59	666
9	106	1934
9	30	776
9	46	30698
9	19	7890
9	2394	2284
9	42	31604
9	2038	430
9	1606	128
9	2037	84
9	2124	1431
9	28	2388
9	76	69241
9	84	230
9	36	1798
9	12	80
9	60	2196
9	9	549
9	35	178
9	2123	118
9	56	1552
9	2395	21590
9	43	29976
9	61	2704
9	48	1400
9	70	388
9	2211	635
9	85	1940
9	2304	1905
9	1406	84
9	40	388
9	1681	64
9	51	1940
9	1794	176
9	1479	42
9	1874	352
9	2210	18
9	1554	84
9	2303	48
9	1955	176
9	72	4
9	88	4
9	1553	24
9	77	105
9	124	1242
9	55	40
9	63	40
9	54	10240
9	2393	20
9	123	8
9	11	20
9	62	94
9	202	88
9	1336	52
9	1267	32
9	1266	3
9	731	16
9	839	16
9	140	59
9	1632	684
9	1407	36
9	1480	18
9	1555	36
9	97	1
9	951	16
9	112	3
9	1011	16
9	1072	16
9	1200	32
9	125	1
10	25	260
10	74	999
10	17	96
10	91	6412
10	53	64
10	75	14031
10	138	1828
10	139	6500
10	76	8247
10	19	6168
10	27	10668
10	26	2432
10	89	64
10	8	2496
10	1632	2636
10	154	152
10	1631	216
10	155	904
10	54	768
10	92	3716
10	42	1139
10	18	800
10	140	11572
10	28	2642
10	156	2070
10	62	72
10	202	48
10	90	855
10	24	36
10	7	432
10	45	512
10	2394	240
10	48	556
10	41	16
10	1336	128
10	60	524
10	107	1044
10	43	2354
10	2039	212
10	2395	48
10	1607	212
10	2038	372
10	2125	2229
10	9	4790
10	93	3210
10	14	868
10	31	1152
10	47	1152
10	85	572
10	20	1076
10	29	1152
10	77	1324
10	37	480
10	61	920
10	10	2
10	13	8
10	36	28
10	2124	358
--- end of histogram ---
realDistance	heuristic	count
0	0	658
1	1	658
2	2	1724
2	1	658
3	3	1522
3	2	4052
3	1	376
4	3	9637
4	2	5940
4	1	94
5	3	29197
5	4	3773
5	2	8081
6	4	18429
6	3	70696
6	2	10316
6	5	349
7	4	74012
7	3	150937
7	5	2234
7	2	13292
8	4	229104
8	3	298350
8	5	11558
8	2	16378
9	4	617750
9	3	550237
9	5	39007
9	2	17786
10	4	61601
10	3	44632
10	5	6651
10	2	978
--- end of histogram ---
