realDistance	heuristic	count
0	0	24
1	1	140
2	2	516
3	3	1678
4	3	172
4	4	4758
5	4	1228
5	5	11684
6	5	5084
6	6	25691
7	6	16617
7	7	51995
8	6	436
8	7	46446
8	8	98154
9	7	3644
9	8	113992
9	9	174456
10	8	16916
10	9	252807
10	10	295298
11	9	58702
11	10	518186
11	11	480718
12	10	48082
12	11	280438
12	12	169471
12	9	93
--- end of histogram ---
realDistance	heuristic	count
0	0	24
1	1	140
2	2	172
2	1	344
3	2	1216
3	1	462
4	3	288
4	2	4268
4	1	374
5	3	2064
5	2	10578
5	1	198
5	4	72
6	3	8287
6	2	21648
6	4	766
6	1	74
7	3	25831
7	2	38512
7	4	4119
7	5	132
7	1	18
8	3	68083
8	2	59872
8	5	1367
8	4	15692
8	6	20
8	1	2
9	3	154274
9	2	81444
9	5	7288
9	4	48805
9	6	281
10	3	306694
10	2	97042
10	5	28199
10	4	131110
10	6	1956
10	7	20
11	3	545090
11	2	100970
11	5	89927
11	4	312147
11	6	9211
11	7	261
12	3	228314
12	2	24369
12	5	61362
12	4	173103
12	6	10411
12	7	525
--- end of histogram ---
