realDistance	heuristic	count
0	0	392
1	1	1372
2	2	2940
3	3	6272
4	3	1372
4	4	10437
5	4	5096
5	5	13524
6	5	11221
6	6	16317
7	6	20482
7	7	17738
8	6	1568
8	7	31752
8	8	17003
9	7	6223
9	8	42189
9	9	14112
10	8	14602
10	9	48167
10	10	11270
11	9	25627
11	10	48706
11	11	8967
12	10	37289
12	11	44198
12	9	490
12	12	7007
13	11	46648
13	12	36897
13	10	2009
13	13	5243
14	12	51058
14	11	5145
14	13	28910
14	14	3773
15	12	9310
15	13	48412
15	14	21021
15	15	2401
16	13	12838
16	14	41013
16	15	13867
16	16	1323
17	14	14749
17	15	30821
17	16	7987
17	13	49
17	17	637
18	15	14357
18	16	19894
18	14	196
18	17	3871
18	18	245
19	16	11760
19	17	11025
19	15	490
19	18	1617
19	19	49
20	17	8085
20	16	784
20	18	5292
20	19	539
21	17	882
21	18	4508
21	19	2107
21	20	98
22	18	686
22	19	2009
22	20	637
23	19	392
23	20	686
23	21	147
24	20	147
24	21	196
25	21	49
--- end of histogram ---
realDistance	heuristic	count
0	0	392
1	1	1372
2	2	1372
2	1	1568
3	2	5684
3	1	588
4	3	1764
4	2	9996
4	1	49
5	3	6713
5	2	11515
5	4	392
6	3	13328
6	4	2597
6	2	11613
7	3	20972
7	4	7693
7	2	9114
7	5	441
8	3	28028
8	4	15190
8	5	2597
8	2	4459
8	6	49
9	3	29547
9	4	24059
9	5	7007
9	2	1470
9	6	441
10	3	26068
10	5	13622
10	4	32144
10	2	392
10	6	1764
10	7	49
11	3	20090
11	5	21462
11	4	36799
11	6	4508
11	2	49
11	7	392
12	3	12936
12	5	27979
12	4	37877
12	6	8820
12	7	1372
13	5	31997
13	3	6566
13	4	35084
13	6	14014
13	7	3136
14	5	34300
14	4	27636
14	3	2940
14	6	18326
14	7	5684
15	5	32879
15	4	18375
15	6	20433
15	7	8330
15	3	1127
16	5	28028
16	4	10584
16	6	20041
16	7	9996
16	3	392
17	5	21413
17	4	5292
17	6	17052
17	7	10437
17	3	49
18	5	14063
18	6	12593
18	7	9604
18	4	2303
19	5	8379
19	7	7448
19	6	8281
19	4	833
20	5	4606
20	7	5145
20	6	4704
20	4	245
21	7	3136
21	6	2205
21	5	2205
21	4	49
22	7	1568
22	6	882
22	5	882
23	7	637
23	5	294
23	6	294
24	7	245
24	6	49
24	5	49
25	7	49
--- end of histogram ---
