realDistance	heuristic	count
0	0	240
1	1	1280
2	2	4420
3	3	13280
4	3	1600
4	4	33840
5	4	9400
5	5	76160
6	5	33980
6	6	156520
7	6	102160
7	7	297490
8	6	4020
8	7	265550
8	8	528230
9	7	17301
9	8	425985
9	9	615411
--- end of histogram ---
realDistance	heuristic	count
0	0	240
1	1	1280
2	2	1600
2	1	2820
3	2	9880
3	1	3400
4	3	2720
4	2	30260
4	1	2460
5	3	16520
5	2	67340
5	4	640
5	1	1060
6	3	58310
6	4	6100
6	2	125850
6	1	240
7	3	165170
7	4	29080
7	2	204260
7	5	1120
7	1	20
8	3	396600
8	4	99430
8	5	10350
8	2	291260
8	6	160
9	3	601020
9	4	160620
9	5	17491
9	2	279107
9	6	459
--- end of histogram ---
