realDistance	heuristic	count
0	0	1682
1	4	56
1	1	3136
2	5	56
2	2	6104
2	6	56
3	3	4536
3	7	28
4	8	3024
4	4	1512
4	7	28
5	13	3402
5	9	24192
5	10	78624
6	10	78624
6	9	19656
6	11	78624
6	13	378
7	5	19656
7	11	78624
7	15	39312
7	14	19656
8	10	19656
8	6	19656
8	17	982800
8	16	982800
8	19	19656
8	15	255528
9	19	1302
9	15	3216
9	17	10486
9	16	10493
--- end of histogram ---
realDistance	heuristic	count
0	0	1682
1	1	3192
2	2	3192
2	1	3024
3	2	4564
4	3	1540
4	2	3024
5	3	105840
5	2	378
6	3	177282
7	2	19656
7	3	137592
8	2	39312
8	3	2240784
9	3	25377
9	2	120
--- end of histogram ---
