realDistance	heuristic	count
0	0	342
1	1	285
2	2	742
3	3	1225
3	13	2
3	7	73
3	21	96
3	31	126
3	30	1
3	20	4
3	41	17
4	3	460
4	4	1815
4	14	7
4	8	400
4	13	2
4	22	364
4	334	2
4	257	2
4	368	2
4	302	6
4	32	557
4	460	12
4	419	10
4	31	5
4	21	8
4	42	85
5	71	16
5	4	962
5	3	3
5	15	11
5	31	10
5	9	979
5	42	58
5	5	1822
5	12	116
5	108	2
5	14	11
5	33	1455
5	335	15
5	23	900
5	258	9
5	369	15
5	303	27
5	461	90
5	420	75
5	21	3
5	58	1
5	8	66
5	78	17
5	32	66
5	22	37
5	67	1
5	43	119
6	72	16
6	4	14
6	5	2176
6	3	3
6	42	2
6	32	40
6	10	1522
6	6	1956
6	23	122
6	33	220
6	43	110
6	13	464
6	16	18
6	109	4
6	303	6
6	15	27
6	339	2
6	8	103
6	456	10
6	336	47
6	24	2031
6	34	3034
6	259	17
6	371	2
6	370	47
6	304	51
6	462	282
6	421	235
6	497	12
6	405	2
6	22	8
6	59	2
6	9	172
6	420	5
6	369	1
6	68	2
6	44	136
6	79	34
6	461	6
7	73	34
7	23	14
7	32	2
7	33	201
7	5	52
7	6	4371
7	4	8
7	43	8
7	11	1639
7	79	24
7	7	1526
7	24	513
7	34	841
7	9	372
7	44	297
7	13	54
7	14	1102
7	17	34
7	110	7
7	8	3
7	304	30
7	16	42
7	340	10
7	35	5618
7	337	110
7	25	4034
7	462	64
7	260	29
7	457	50
7	372	10
7	371	110
7	305	87
7	463	660
7	422	550
7	498	60
7	406	10
7	60	3
7	10	246
7	421	14
7	370	2
7	69	3
7	45	85
7	80	51
8	6	278
8	7	6721
8	32	2
8	33	12
8	461	2
8	24	33
8	34	723
8	9	16
8	5	18
8	44	24
8	80	158
8	12	1217
8	25	1538
8	35	2549
8	10	1309
8	14	351
8	45	170
8	15	1682
8	8	1015
8	18	93
8	111	5
8	305	81
8	462	8
8	341	40
8	13	76
8	36	8611
8	463	346
8	26	6518
8	338	163
8	457	4
8	17	45
8	458	230
8	261	21
8	373	40
8	372	163
8	498	24
8	306	63
8	464	978
8	423	815
8	499	276
8	407	40
8	79	2
8	61	2
8	11	320
8	421	2
8	422	53
8	371	7
8	70	2
8	46	34
8	81	34
9	33	12
9	25	186
9	34	47
9	462	12
9	35	1829
9	10	57
9	7	551
9	6	81
9	45	22
9	8	9487
9	14	800
9	81	188
9	36	5470
9	13	612
9	18	61
9	26	3349
9	11	2213
9	15	756
9	46	169
9	16	1624
9	9	716
9	19	182
9	463	54
9	306	142
9	457	4
9	499	208
9	342	85
9	37	11738
9	458	32
9	339	204
9	27	9234
9	464	910
9	262	18
9	459	455
9	374	85
9	373	204
9	307	54
9	465	1224
9	424	1020
9	500	546
9	408	85
9	80	10
9	62	1
9	12	340
9	422	9
9	423	78
9	372	6
9	71	1
9	82	17
10	34	47
10	35	135
10	36	3608
10	25	10
10	463	61
10	7	207
10	11	113
10	26	484
10	8	1144
10	46	23
10	15	2222
10	9	11884
10	82	300
10	499	12
10	37	9931
10	19	100
10	27	6068
10	12	3259
10	16	1053
10	14	225
10	20	209
10	17	986
10	10	35
10	458	26
10	6	8
10	307	186
10	464	166
10	18	24
10	343	148
10	500	728
10	38	14121
10	459	92
10	465	1887
10	28	10775
10	340	174
10	460	820
10	375	148
10	374	174
10	466	1044
10	501	984
10	409	148
10	425	870
10	81	13
10	13	240
10	423	24
10	424	131
10	373	9
11	25	10
11	35	97
11	36	293
11	26	34
11	8	482
11	27	1359
11	12	176
11	464	151
11	37	6450
11	9	1960
11	16	5628
11	10	12255
11	500	48
11	38	14001
11	20	188
11	13	3175
11	28	7857
11	15	189
11	21	140
11	17	972
11	18	290
11	11	59
11	6	4
11	459	74
11	7	28
11	465	389
11	19	108
11	501	2260
11	460	232
11	308	174
11	344	167
11	39	13917
11	341	125
11	29	10408
11	466	2402
11	376	167
11	375	125
11	467	750
11	502	1002
11	410	167
11	426	625
11	461	835
11	82	20
11	14	80
11	499	2
11	424	43
11	425	104
12	26	34
12	27	117
12	37	629
12	36	159
12	38	8447
12	13	184
12	465	354
12	9	921
12	28	2008
12	10	2541
12	17	7614
12	501	233
12	39	15697
12	11	11322
12	29	8550
12	14	2691
12	21	228
12	20	602
12	22	42
12	18	378
12	7	12
12	12	104
12	460	181
12	16	486
12	8	70
12	309	125
12	466	546
12	345	150
12	502	3566
12	40	12485
12	461	323
12	467	2671
12	30	8679
12	342	57
12	377	150
12	376	57
12	468	342
12	503	900
12	411	150
12	427	285
12	462	750
12	500	6
12	425	52
12	426	92
13	27	117
13	37	172
13	38	854
13	28	180
13	10	1292
13	29	3033
13	14	156
13	466	480
13	39	10419
13	18	9649
13	502	414
13	40	15399
13	11	2955
13	30	6754
13	12	8166
13	22	100
13	21	1066
13	15	1376
13	8	32
13	13	119
13	17	682
13	9	144
13	461	251
13	467	683
13	503	5652
13	462	410
13	310	57
13	346	79
13	41	7062
13	343	18
13	31	4687
13	468	1619
13	378	79
13	377	18
13	469	108
13	504	474
13	412	79
13	428	90
13	463	395
13	501	31
13	426	46
13	427	48
14	28	180
14	29	280
14	39	1142
14	38	152
14	40	8539
14	467	648
14	11	1769
14	503	883
14	30	2340
14	15	80
14	12	2092
14	19	6207
14	41	9391
14	13	4471
14	22	2120
14	31	3936
14	16	524
14	9	44
14	10	199
14	14	115
14	18	926
14	462	329
14	311	18
14	468	439
14	347	30
14	504	4002
14	42	3888
14	463	264
14	469	924
14	32	2298
14	379	30
14	505	180
14	413	30
14	464	150
14	502	52
14	427	24
14	428	18
15	29	280
15	39	80
15	40	782
15	30	196
15	41	5931
15	12	1370
15	31	1839
15	16	32
15	468	432
15	20	3903
15	504	685
15	42	5503
15	23	1608
15	14	1884
15	13	1296
15	32	1650
15	10	53
15	15	64
15	11	288
15	19	616
15	463	216
15	469	284
15	505	3398
15	464	165
15	503	125
15	428	9
16	30	196
16	31	152
16	41	554
16	13	1100
16	42	2351
16	40	32
16	469	324
16	505	743
16	24	1600
16	32	340
16	14	312
16	11	33
16	12	207
16	16	28
16	20	412
16	464	144
16	504	100
17	31	152
17	12	18
17	13	174
17	14	186
17	505	125
17	42	32
--- end of histogram ---
realDistance	heuristic	count
0	0	342
1	1	285
2	2	628
2	1	114
3	2	1225
3	3	319
4	3	2563
4	2	1140
4	4	34
5	4	616
5	3	5308
5	2	962
6	4	1951
6	3	10045
6	2	933
6	5	12
7	4	4901
7	3	16916
7	2	1123
7	5	40
8	3	25951
8	4	9679
8	5	160
8	2	1124
9	4	16299
9	5	303
9	3	37745
9	2	841
10	4	24927
10	5	597
10	3	49072
10	2	460
11	4	34495
11	3	54545
11	5	813
11	2	169
12	4	40563
12	3	53289
12	5	1102
12	2	36
13	4	43717
13	3	40518
13	5	1209
13	2	1
14	4	32437
14	5	1290
14	3	24987
15	4	21289
15	3	10468
15	5	932
16	4	5326
16	3	2617
16	5	685
17	4	142
17	3	420
17	5	125
--- end of histogram ---
